date,state,positive_raw,positive,total
2020-03-02,Україна,1,1,15
2020-03-04,Україна,1,1,9
2020-03-05,Україна,0,0,3
2020-03-06,Україна,1,1,33
2020-03-07,Україна,1,1,15
2020-03-10,Україна,0,0,12
2020-03-11,Україна,0,0,12
2020-03-12,Україна,2,2,12
2020-03-13,Україна,1,1,18
2020-03-14,Україна,3,3,24
2020-03-15,Україна,3,3,60
2020-03-16,Україна,0,0,12
2020-03-17,Україна,7,7,123
2020-03-18,Україна,2,2,60
2020-03-19,Україна,11,11,276
2020-03-20,Україна,26,26,243
2020-03-21,Україна,13,13,195
2020-03-22,Україна,9,9,189
2020-03-23,Україна,22,22,315
2020-03-24,Україна,34,34,333
2020-03-25,Україна,53,53,699
2020-03-26,Україна,73,73,522
2020-03-27,Україна,74,74,786
2020-03-28,Україна,108,108,714
2020-03-29,Україна,78,78,618
2020-03-30,Україна,80,80,906
2020-03-31,Україна,133,133,1377
2020-04-01,Україна,158,158,1215
2020-04-02,Україна,122,122,1224
2020-04-03,Україна,148,148,1479
2020-04-04,Україна,162,162,1380
2020-04-05,Україна,100,100,819
2020-04-06,Україна,183,183,1386
2020-04-07,Україна,156,156,1383
2020-04-08,Україна,287,287,2175
2020-04-09,Україна,256,256,2433
2020-04-10,Україна,405,405,2652
2020-04-11,Україна,344,344,2394
2020-04-12,Україна,200,200,1137
2020-04-13,Україна,282,282,2289
2020-04-14,Україна,405,405,3261
2020-04-15,Україна,463,463,3219
2020-04-16,Україна,539,539,3585
2020-04-17,Україна,393,393,3396
2020-04-18,Україна,375,375,3321
2020-04-19,Україна,281,281,2004
2020-04-20,Україна,418,418,2826
2020-04-21,Україна,433,433,3759
2020-04-22,Україна,600,600,4455
2020-04-23,Україна,388,388,3657
2020-04-24,Україна,551,551,4983
2020-04-25,Україна,486,486,4035
2020-04-26,Україна,329,329,2436
2020-04-27,Україна,427,427,4287
2020-04-28,Україна,471,471,4602
2020-04-29,Україна,520,520,4419
2020-04-30,Україна,487,487,7585
2020-05-01,Україна,469,469,6015
2020-05-02,Україна,483,483,5285
2020-05-03,Україна,403,403,5195
2020-05-04,Україна,411,411,7760
2020-05-05,Україна,532,532,8175
2020-05-06,Україна,508,508,7670
2020-05-07,Україна,545,545,8255
2020-05-08,Україна,513,513,8190
2020-05-09,Україна,539,539,6860
2020-05-10,Україна,377,377,4655
2020-05-11,Україна,352,352,4920
2020-05-12,Україна,458,458,6755
2020-05-13,Україна,408,408,7690
2020-05-14,Україна,496,496,7060
2020-05-15,Україна,508,508,8165
2020-05-16,Україна,443,443,10008
2020-05-17,Україна,237,237,5952
2020-05-18,Україна,293,293,9304
2020-05-19,Україна,365,365,10560
2020-05-20,Україна,464,464,10272
2020-05-21,Україна,412,412,10168
2020-05-22,Україна,462,462,10280
2020-05-23,Україна,320,320,7224
2020-05-24,Україна,280,280,5632
2020-05-25,Україна,364,364,9392
2020-05-26,Україна,382,382,9432
2020-05-27,Україна,445,445,9728
2020-05-28,Україна,548,548,10200
2020-05-29,Україна,476,476,7808
2020-05-30,Україна,422,422,3976
2020-05-31,Україна,267,267,3976
2020-06-01,Україна,417,417,12881
2020-06-02,Україна,536,536,16085
2020-06-03,Україна,544,544,14301
2020-06-04,Україна,573,573,16647
2020-06-05,Україна,508,508,17739
2020-06-06,Україна,520,520,12324
2020-06-07,Україна,390,390,7647
2020-06-08,Україна,399,399,8080
2020-06-09,Україна,602,602,14210
2020-06-10,Україна,783,783,18692
2020-06-11,Україна,684,684,20173
2020-06-12,Україна,653,653,18196
2020-06-13,Україна,683,683,13262
2020-06-14,Україна,581,581,10236
2020-06-15,Україна,640,640,16362
2020-06-16,Україна,785,785,18412
2020-06-17,Україна,856,856,21204
2020-06-18,Україна,821,821,19365
2020-06-19,Україна,924,924,19136
2020-06-20,Україна,629,629,12461
2020-06-21,Україна,579,579,7709
2020-06-22,Україна,954,954,19404
2020-06-23,Україна,996,996,23791
2020-06-24,Україна,912,912,23905
2020-06-25,Україна,1058,1058,26930
2020-06-26,Україна,1168,1168,24569
2020-06-27,Україна,749,749,14169
2020-06-28,Україна,749,749,9850
2020-06-29,Україна,505,505,10992
2020-06-30,Україна,824,824,22051
2020-07-01,Україна,902,902,22867
2020-07-02,Україна,951,951,26031
2020-07-03,Україна,848,848,29441
2020-07-04,Україна,598,598,13957
2020-07-05,Україна,506,506,10468
2020-07-06,Україна,691,691,20995
2020-07-07,Україна,847,847,27584
2020-07-08,Україна,839,839,29261
2020-07-09,Україна,839,839,27281
2020-07-10,Україна,904,904,26973
2020-07-11,Україна,639,639,14606
2020-07-12,Україна,429,429,10368
2020-07-13,Україна,669,669,23000
2020-07-14,Україна,808,808,29008
2020-07-15,Україна,785,785,27386
2020-07-16,Україна,824,824,27723
2020-07-18,Україна,695,695,17530
2020-07-19,Україна,515,515,8923
2020-07-20,Україна,737,737,24498
2020-07-21,Україна,867,867,31917
2020-07-22,Україна,951,951,29503
2020-07-24,Україна,1176,1176,31765
2020-07-25,Україна,763,763,17530
2020-07-26,Україна,635,635,10614
2020-07-28,Україна,1172,1172,31034
2020-07-29,Україна,1163,1163,31494
2020-07-30,Україна,1317,1317,33099
2020-07-31,Україна,1370,1370,33905
2020-08-01,Україна,975,975,16440
2020-08-02,Україна,632,632,11501
2020-08-03,Україна,1197,1197,29332
2020-08-05,Україна,1494,1494,37232
2020-08-06,Україна,1380,1380,35440
2020-08-07,Україна,1507,1507,39502
2020-08-08,Україна,1126,1126,21743
2020-08-09,Україна,793,793,13094
2020-08-10,Україна,1347,1347,32245
2020-08-11,Україна,1772,1772,38214
2020-08-12,Україна,1939,1939,36422
2020-08-16,Україна,1010,1010,13817
2020-08-17,Україна,2023,2023,28235
2020-08-18,Україна,2404,2404,37716
2020-08-20,Україна,2430,2430,39594
2020-08-21,Україна,2397,2397,43129
2020-08-22,Україна,1935,1935,22618
2020-08-23,Україна,1307,1307,13387
2020-08-24,Україна,1577,1577,13251
2020-08-25,Україна,1849,1849,33077
2020-08-26,Україна,2260,2260,41219
2020-08-27,Україна,2507,2507,41679
2020-08-28,Україна,2748,2748,42729
2020-08-29,Україна,1858,1858,27256
2020-08-30,Україна,1474,1474,18025
2020-08-31,Україна,2743,2743,41972
2020-09-01,Україна,2515,2515,46529
2020-09-02,Україна,2706,2706,45904
2020-09-03,Україна,2908,2908,49470
2020-09-04,Україна,2936,2936,46516
2020-09-05,Україна,2329,2329,26942
2020-09-06,Україна,1963,1963,18698
2020-09-07,Україна,2555,2555,41806
2020-09-08,Україна,2936,2936,43785
2020-09-09,Україна,3441,3441,55228
2020-09-10,Україна,3566,3566,50509
2020-09-11,Україна,3583,3583,46720
2020-09-12,Україна,2721,2721,28234
2020-09-13,Україна,2159,2159,15644
2020-09-14,Україна,3584,3584,47184
2020-09-15,Україна,3639,3639,51215
2020-09-16,Україна,3905,3905,53343
2020-09-17,Україна,3899,3899,56579
2020-09-18,Україна,3752,3752,51915
2020-09-19,Україна,3175,3175,31342
2020-09-20,Україна,2404,2404,21920
2020-09-21,Україна,3491,3491,42152
2020-09-22,Україна,4034,4034,44801
2020-09-23,Україна,4159,4159,51450
2020-09-24,Україна,4160,4160,47466
2020-09-25,Україна,4371,4371,54735
2020-09-26,Україна,3106,3106,28510
2020-09-27,Україна,2179,2179,20067
2020-09-28,Україна,3865,3865,45910
2020-09-29,Україна,5190,5190,50900
2020-09-30,Україна,5514,5514,52703
2020-10-01,Україна,5570,5570,50276
2020-10-02,Україна,5424,5424,46642
2020-10-03,Україна,4685,4685,25387
2020-10-04,Україна,2645,2645,16922
2020-10-05,Україна,5582,5582,44770
2020-10-06,Україна,6328,6328,58777
2020-10-07,Україна,6560,6560,56649
2020-10-08,Україна,6682,6682,55930
2020-10-09,Україна,7103,7103,57382
2020-10-10,Україна,5247,5247,33257
2020-10-11,Україна,3493,3493,21621
2020-10-12,Україна,6124,6124,50608
2020-10-13,Україна,6821,6821,62452
2020-10-14,Україна,5561,5561,38086
2020-10-15,Україна,6913,6913,56451
2020-10-16,Україна,6982,6982,63388
2020-10-17,Україна,6002,6002,34549
2020-10-18,Україна,3359,3359,25244
2020-10-19,Україна,6353,6353,52755
2020-10-20,Україна,7371,7371,61920
2020-10-21,Україна,7256,7256,61718
2020-10-22,Україна,7430,7629,66771
2020-10-24,Україна,7026,7424,42110
2020-10-25,Україна,3908,4191,33061
2020-10-26,Україна,6019,6636,56015
2020-10-27,Україна,6616,7499,69940
2020-10-28,Україна,7161,8349,78059
2020-10-29,Україна,7190,8704,77975
2020-10-30,Україна,7538,9624,75465
2020-10-31,Україна,5276,7198,48559
2020-11-01,Україна,3577,5299,36100
2020-11-02,Україна,4987,8305,60251
2020-11-03,Україна,4125,8381,71812
2020-03-16,Вінницька,0,0,3
2020-03-17,Вінницька,0,0,12
2020-03-18,Вінницька,0,0,6
2020-03-19,Вінницька,0,0,6
2020-03-20,Вінницька,0,0,6
2020-03-21,Вінницька,0,0,15
2020-03-23,Вінницька,0,0,18
2020-03-25,Вінницька,1,1,9
2020-03-26,Вінницька,11,11,36
2020-03-27,Вінницька,3,3,12
2020-03-28,Вінницька,7,7,27
2020-03-30,Вінницька,13,13,48
2020-03-31,Вінницька,14,14,48
2020-04-01,Вінницька,4,4,18
2020-04-02,Вінницька,7,7,36
2020-04-03,Вінницька,5,5,18
2020-04-04,Вінницька,8,8,36
2020-04-06,Вінницька,6,6,36
2020-04-07,Вінницька,9,9,48
2020-04-08,Вінницька,14,14,72
2020-04-09,Вінницька,17,17,81
2020-04-10,Вінницька,33,33,120
2020-04-11,Вінницька,42,42,195
2020-04-12,Вінницька,0,0,6
2020-04-13,Вінницька,18,18,66
2020-04-14,Вінницька,30,30,120
2020-04-15,Вінницька,38,38,180
2020-04-16,Вінницька,17,17,75
2020-04-17,Вінницька,22,22,102
2020-04-18,Вінницька,11,11,78
2020-04-20,Вінницька,8,8,69
2020-04-21,Вінницька,12,12,165
2020-04-22,Вінницька,9,9,177
2020-04-23,Вінницька,13,13,207
2020-04-24,Вінницька,9,9,258
2020-04-25,Вінницька,7,7,129
2020-04-26,Вінницька,11,11,108
2020-04-27,Вінницька,9,9,216
2020-04-28,Вінницька,6,6,216
2020-04-29,Вінницька,7,7,132
2020-04-30,Вінницька,7,7,210
2020-05-01,Вінницька,0,0,80
2020-05-02,Вінницька,9,9,80
2020-05-03,Вінницька,12,12,90
2020-05-04,Вінницька,6,6,150
2020-05-05,Вінницька,22,22,255
2020-05-06,Вінницька,8,8,120
2020-05-07,Вінницька,31,31,265
2020-05-08,Вінницька,8,8,95
2020-05-09,Вінницька,28,28,230
2020-05-10,Вінницька,7,7,35
2020-05-11,Вінницька,39,39,235
2020-05-12,Вінницька,41,41,270
2020-05-13,Вінницька,21,21,170
2020-05-14,Вінницька,14,14,140
2020-05-15,Вінницька,34,34,270
2020-05-16,Вінницька,19,19,328
2020-05-17,Вінницька,7,7,120
2020-05-18,Вінницька,23,23,328
2020-05-19,Вінницька,10,10,320
2020-05-20,Вінницька,26,26,264
2020-05-21,Вінницька,33,33,328
2020-05-22,Вінницька,33,33,456
2020-05-23,Вінницька,30,30,320
2020-05-24,Вінницька,12,12,104
2020-05-25,Вінницька,20,20,192
2020-05-26,Вінницька,16,16,232
2020-05-27,Вінницька,13,13,200
2020-05-28,Вінницька,6,6,48
2020-05-29,Вінницька,28,28,224
2020-05-30,Вінницька,9,9,56
2020-05-31,Вінницька,27,27,56
2020-06-01,Вінницька,16,16,666
2020-06-02,Вінницька,18,18,871
2020-06-03,Вінницька,27,27,830
2020-06-04,Вінницька,18,18,971
2020-06-05,Вінницька,20,20,1666
2020-06-06,Вінницька,22,22,625
2020-06-07,Вінницька,21,21,326
2020-06-08,Вінницька,25,25,883
2020-06-09,Вінницька,27,27,854
2020-06-10,Вінницька,59,59,1476
2020-06-11,Вінницька,55,55,1484
2020-06-12,Вінницька,39,39,1227
2020-06-13,Вінницька,32,32,941
2020-06-14,Вінницька,21,21,1517
2020-06-15,Вінницька,48,48,1497
2020-06-16,Вінницька,35,35,1395
2020-06-17,Вінницька,58,58,1512
2020-06-18,Вінницька,33,33,1507
2020-06-19,Вінницька,45,45,1240
2020-06-20,Вінницька,19,19,584
2020-06-21,Вінницька,7,7,507
2020-06-22,Вінницька,31,31,1494
2020-06-23,Вінницька,27,27,1391
2020-06-24,Вінницька,30,30,1376
2020-06-25,Вінницька,33,33,1397
2020-06-26,Вінницька,40,40,1044
2020-06-27,Вінницька,8,8,692
2020-06-28,Вінницька,18,18,452
2020-06-29,Вінницька,15,15,475
2020-06-30,Вінницька,17,17,1322
2020-07-01,Вінницька,15,15,1366
2020-07-02,Вінницька,32,32,1267
2020-07-03,Вінницька,14,14,1553
2020-07-04,Вінницька,17,17,876
2020-07-05,Вінницька,8,8,651
2020-07-06,Вінницька,11,11,1182
2020-07-07,Вінницька,23,23,1320
2020-07-08,Вінницька,29,29,1312
2020-07-09,Вінницька,35,35,1185
2020-07-10,Вінницька,29,29,1327
2020-07-11,Вінницька,20,20,887
2020-07-12,Вінницька,18,18,515
2020-07-13,Вінницька,40,40,1475
2020-07-14,Вінницька,27,27,1829
2020-07-15,Вінницька,26,26,1885
2020-07-16,Вінницька,25,25,1817
2020-07-18,Вінницька,19,19,833
2020-07-19,Вінницька,22,22,418
2020-07-20,Вінницька,3,3,1506
2020-07-21,Вінницька,51,51,1754
2020-07-22,Вінницька,36,36,2007
2020-07-24,Вінницька,74,74,1546
2020-07-25,Вінницька,52,52,839
2020-07-26,Вінницька,20,20,661
2020-07-28,Вінницька,31,31,1750
2020-07-29,Вінницька,48,48,1946
2020-07-30,Вінницька,36,36,2007
2020-07-31,Вінницька,14,14,1958
2020-08-01,Вінницька,18,18,1004
2020-08-02,Вінницька,25,25,677
2020-08-03,Вінницька,34,34,1779
2020-08-05,Вінницька,18,18,2152
2020-08-06,Вінницька,34,34,2022
2020-08-07,Вінницька,30,30,2519
2020-08-08,Вінницька,13,13,1183
2020-08-09,Вінницька,11,11,619
2020-08-10,Вінницька,16,16,2477
2020-08-11,Вінницька,40,40,2604
2020-08-12,Вінницька,43,43,2448
2020-08-16,Вінницька,21,21,738
2020-08-17,Вінницька,39,39,1996
2020-08-18,Вінницька,71,71,2876
2020-08-20,Вінницька,46,46,2033
2020-08-21,Вінницька,90,90,2315
2020-08-22,Вінницька,47,47,1312
2020-08-23,Вінницька,31,31,648
2020-08-24,Вінницька,12,12,552
2020-08-25,Вінницька,32,32,2043
2020-08-26,Вінницька,49,49,2579
2020-08-27,Вінницька,76,76,2380
2020-08-28,Вінницька,98,98,2791
2020-08-29,Вінницька,41,41,1230
2020-08-30,Вінницька,47,47,728
2020-08-31,Вінницька,69,69,2101
2020-09-01,Вінницька,76,76,2493
2020-09-02,Вінницька,69,69,2886
2020-09-03,Вінницька,68,68,2838
2020-09-04,Вінницька,48,48,2578
2020-09-05,Вінницька,55,55,1620
2020-09-06,Вінницька,20,20,817
2020-09-07,Вінницька,62,62,2311
2020-09-08,Вінницька,70,70,2637
2020-09-09,Вінницька,90,90,2544
2020-09-10,Вінницька,86,86,2083
2020-09-11,Вінницька,70,70,2321
2020-09-12,Вінницька,39,39,1100
2020-09-13,Вінницька,37,37,737
2020-09-14,Вінницька,56,56,2242
2020-09-15,Вінницька,84,84,2675
2020-09-16,Вінницька,68,68,2740
2020-09-17,Вінницька,80,80,2375
2020-09-18,Вінницька,93,93,2542
2020-09-19,Вінницька,46,46,1493
2020-09-20,Вінницька,74,74,818
2020-09-21,Вінницька,53,53,2135
2020-09-22,Вінницька,89,89,2441
2020-09-23,Вінницька,114,114,2208
2020-09-24,Вінницька,114,114,2288
2020-09-25,Вінницька,143,143,2449
2020-09-26,Вінницька,69,69,1292
2020-09-27,Вінницька,105,105,829
2020-09-28,Вінницька,79,79,2023
2020-09-29,Вінницька,107,107,2675
2020-09-30,Вінницька,161,161,2405
2020-10-01,Вінницька,178,178,2374
2020-10-02,Вінницька,176,176,2705
2020-10-03,Вінницька,89,89,1545
2020-10-04,Вінницька,74,74,1024
2020-10-05,Вінницька,93,93,2201
2020-10-06,Вінницька,120,120,2884
2020-10-07,Вінницька,133,133,2732
2020-10-08,Вінницька,139,139,2660
2020-10-09,Вінницька,130,130,2632
2020-10-10,Вінницька,90,90,1756
2020-10-11,Вінницька,65,65,1167
2020-10-12,Вінницька,120,120,2536
2020-10-13,Вінницька,159,159,3077
2020-10-14,Вінницька,85,85,1692
2020-10-15,Вінницька,165,165,2625
2020-10-16,Вінницька,117,117,3299
2020-10-17,Вінницька,89,89,1823
2020-10-18,Вінницька,50,50,1288
2020-10-19,Вінницька,85,85,2606
2020-10-20,Вінницька,148,148,2976
2020-10-21,Вінницька,162,162,3031
2020-10-22,Вінницька,161,161,3175
2020-10-24,Вінницька,161,161,2043
2020-10-25,Вінницька,104,104,1420
2020-10-26,Вінницька,139,139,2757
2020-10-27,Вінницька,184,184,3653
2020-10-28,Вінницька,260,260,3499
2020-10-29,Вінницька,203,203,3308
2020-10-30,Вінницька,137,137,3591
2020-10-31,Вінницька,289,289,2360
2020-11-01,Вінницька,211,211,1432
2020-11-02,Вінницька,310,310,3075
2020-11-03,Вінницька,268,290,3651
2020-03-16,Волинська,0,0,3
2020-03-20,Волинська,0,0,30
2020-03-22,Волинська,0,0,21
2020-03-23,Волинська,0,0,3
2020-03-24,Волинська,1,1,9
2020-03-25,Волинська,1,1,27
2020-03-27,Волинська,0,0,30
2020-03-29,Волинська,0,0,54
2020-03-30,Волинська,1,1,39
2020-03-31,Волинська,4,4,123
2020-04-01,Волинська,3,3,42
2020-04-02,Волинська,0,0,66
2020-04-03,Волинська,7,7,81
2020-04-04,Волинська,2,2,12
2020-04-05,Волинська,7,7,96
2020-04-06,Волинська,8,8,30
2020-04-07,Волинська,2,2,36
2020-04-08,Волинська,3,3,54
2020-04-09,Волинська,5,5,84
2020-04-10,Волинська,17,17,120
2020-04-11,Волинська,10,10,51
2020-04-12,Волинська,7,7,66
2020-04-13,Волинська,12,12,51
2020-04-14,Волинська,15,15,132
2020-04-15,Волинська,14,14,75
2020-04-16,Волинська,7,7,126
2020-04-17,Волинська,23,23,204
2020-04-18,Волинська,2,2,123
2020-04-19,Волинська,8,8,114
2020-04-20,Волинська,16,16,72
2020-04-21,Волинська,8,8,87
2020-04-22,Волинська,17,17,183
2020-04-23,Волинська,8,8,201
2020-04-24,Волинська,15,15,168
2020-04-25,Волинська,22,22,195
2020-04-26,Волинська,11,11,81
2020-04-27,Волинська,8,8,186
2020-04-28,Волинська,11,11,114
2020-04-29,Волинська,18,18,105
2020-04-30,Волинська,16,16,270
2020-05-01,Волинська,11,11,245
2020-05-02,Волинська,12,12,170
2020-05-03,Волинська,8,8,110
2020-05-04,Волинська,14,14,320
2020-05-05,Волинська,29,29,200
2020-05-06,Волинська,20,20,255
2020-05-07,Волинська,30,30,250
2020-05-08,Волинська,35,35,350
2020-05-09,Волинська,15,15,175
2020-05-10,Волинська,7,7,110
2020-05-11,Волинська,20,20,250
2020-05-12,Волинська,14,14,210
2020-05-13,Волинська,40,40,350
2020-05-14,Волинська,27,27,260
2020-05-15,Волинська,16,16,160
2020-05-16,Волинська,15,15,224
2020-05-17,Волинська,8,8,256
2020-05-18,Волинська,39,39,488
2020-05-19,Волинська,25,25,336
2020-05-20,Волинська,29,29,504
2020-05-21,Волинська,32,32,480
2020-05-22,Волинська,14,14,288
2020-05-23,Волинська,15,15,336
2020-05-24,Волинська,22,22,320
2020-05-25,Волинська,8,8,248
2020-05-26,Волинська,18,18,336
2020-05-27,Волинська,36,36,336
2020-05-28,Волинська,14,14,216
2020-05-29,Волинська,15,15,168
2020-05-30,Волинська,26,26,128
2020-05-31,Волинська,13,13,128
2020-06-01,Волинська,11,11,345
2020-06-02,Волинська,18,18,462
2020-06-03,Волинська,25,25,404
2020-06-04,Волинська,23,23,419
2020-06-05,Волинська,31,31,447
2020-06-06,Волинська,15,15,197
2020-06-07,Волинська,27,27,232
2020-06-08,Волинська,35,35,219
2020-06-09,Волинська,100,100,1135
2020-06-10,Волинська,54,54,754
2020-06-11,Волинська,46,46,854
2020-06-12,Волинська,43,43,703
2020-06-13,Волинська,45,45,248
2020-06-14,Волинська,40,40,212
2020-06-15,Волинська,62,62,676
2020-06-16,Волинська,65,65,966
2020-06-17,Волинська,58,58,1401
2020-06-18,Волинська,69,69,1016
2020-06-19,Волинська,53,53,823
2020-06-20,Волинська,67,67,360
2020-06-21,Волинська,49,49,265
2020-06-22,Волинська,50,50,790
2020-06-23,Волинська,83,83,857
2020-06-24,Волинська,56,56,824
2020-06-25,Волинська,78,78,1196
2020-06-26,Волинська,98,98,989
2020-06-27,Волинська,24,24,466
2020-06-28,Волинська,138,138,469
2020-06-29,Волинська,31,31,390
2020-06-30,Волинська,50,50,841
2020-07-01,Волинська,70,70,1393
2020-07-02,Волинська,72,72,1014
2020-07-03,Волинська,74,74,1091
2020-07-04,Волинська,63,63,419
2020-07-05,Волинська,35,35,204
2020-07-06,Волинська,19,19,1415
2020-07-07,Волинська,35,35,1142
2020-07-08,Волинська,48,48,1285
2020-07-09,Волинська,56,56,1170
2020-07-10,Волинська,99,99,1234
2020-07-11,Волинська,6,6,317
2020-07-12,Волинська,25,25,89
2020-07-13,Волинська,9,9,929
2020-07-14,Волинська,47,47,1349
2020-07-15,Волинська,31,31,533
2020-07-16,Волинська,29,29,1241
2020-07-18,Волинська,49,49,446
2020-07-19,Волинська,7,7,83
2020-07-20,Волинська,21,21,654
2020-07-21,Волинська,56,56,1311
2020-07-22,Волинська,45,45,817
2020-07-24,Волинська,71,71,860
2020-07-25,Волинська,24,24,311
2020-07-26,Волинська,47,47,124
2020-07-28,Волинська,45,45,1051
2020-07-29,Волинська,41,41,1110
2020-07-30,Волинська,66,66,892
2020-07-31,Волинська,78,78,1245
2020-08-01,Волинська,83,83,412
2020-08-02,Волинська,16,16,347
2020-08-03,Волинська,52,52,783
2020-08-05,Волинська,60,60,1441
2020-08-06,Волинська,60,60,1166
2020-08-07,Волинська,79,79,1255
2020-08-08,Волинська,16,16,432
2020-08-09,Волинська,62,62,302
2020-08-10,Волинська,46,46,1010
2020-08-11,Волинська,57,57,1441
2020-08-12,Волинська,60,60,1531
2020-08-16,Волинська,12,12,320
2020-08-17,Волинська,99,99,891
2020-08-18,Волинська,51,51,1342
2020-08-20,Волинська,72,72,1169
2020-08-21,Волинська,64,64,1110
2020-08-22,Волинська,22,22,562
2020-08-23,Волинська,28,28,296
2020-08-24,Волинська,44,44,298
2020-08-25,Волинська,42,42,1104
2020-08-26,Волинська,35,35,1393
2020-08-27,Волинська,49,49,1407
2020-08-28,Волинська,67,67,1588
2020-08-29,Волинська,83,83,746
2020-08-30,Волинська,19,19,448
2020-08-31,Волинська,80,80,1360
2020-09-01,Волинська,73,73,1398
2020-09-02,Волинська,80,80,1705
2020-09-03,Волинська,77,77,1454
2020-09-04,Волинська,70,70,2279
2020-09-05,Волинська,38,38,528
2020-09-06,Волинська,56,56,639
2020-09-07,Волинська,75,75,1193
2020-09-08,Волинська,91,91,1650
2020-09-09,Волинська,121,121,1779
2020-09-10,Волинська,102,102,1452
2020-09-11,Волинська,125,125,1306
2020-09-12,Волинська,89,89,775
2020-09-13,Волинська,72,72,450
2020-09-14,Волинська,145,145,1358
2020-09-15,Волинська,134,134,1784
2020-09-16,Волинська,79,79,1795
2020-09-17,Волинська,181,181,1529
2020-09-18,Волинська,194,194,2139
2020-09-19,Волинська,109,109,512
2020-09-20,Волинська,3,3,350
2020-09-21,Волинська,188,188,1886
2020-09-22,Волинська,153,153,1835
2020-09-23,Волинська,160,160,1941
2020-09-24,Волинська,147,147,1424
2020-09-25,Волинська,237,237,1814
2020-09-26,Волинська,85,85,672
2020-09-27,Волинська,30,30,115
2020-09-28,Волинська,189,189,1468
2020-09-29,Волинська,313,313,1857
2020-09-30,Волинська,304,304,1922
2020-10-01,Волинська,186,186,1590
2020-10-02,Волинська,157,157,1014
2020-10-03,Волинська,89,89,1349
2020-10-04,Волинська,52,52,718
2020-10-05,Волинська,153,153,1630
2020-10-06,Волинська,180,180,1927
2020-10-07,Волинська,194,194,1616
2020-10-08,Волинська,228,228,1843
2020-10-09,Волинська,227,227,1743
2020-10-10,Волинська,99,99,698
2020-10-11,Волинська,238,238,684
2020-10-12,Волинська,150,150,1790
2020-10-13,Волинська,138,138,2425
2020-10-14,Волинська,297,297,1003
2020-10-15,Волинська,184,184,2065
2020-10-16,Волинська,136,136,2251
2020-10-17,Волинська,194,194,833
2020-10-18,Волинська,137,137,623
2020-10-19,Волинська,231,236,1717
2020-10-20,Волинська,123,126,2573
2020-10-21,Волинська,254,262,1598
2020-10-22,Волинська,196,204,2521
2020-10-24,Волинська,198,212,1512
2020-10-25,Волинська,133,145,1163
2020-10-26,Волинська,180,202,1888
2020-10-27,Волинська,168,193,2574
2020-10-28,Волинська,275,327,2777
2020-10-29,Волинська,115,146,2546
2020-10-30,Волинська,154,231,2426
2020-10-31,Волинська,105,191,1007
2020-11-01,Волинська,34,88,1237
2020-11-02,Волинська,9,259,1920
2020-11-03,Волинська,49,263,2739
2020-03-19,Дніпропетровська,2,2,33
2020-03-21,Дніпропетровська,0,0,9
2020-03-22,Дніпропетровська,0,0,12
2020-03-23,Дніпропетровська,0,0,21
2020-03-25,Дніпропетровська,1,1,36
2020-03-27,Дніпропетровська,3,3,42
2020-03-29,Дніпропетровська,2,2,39
2020-03-30,Дніпропетровська,1,1,18
2020-03-31,Дніпропетровська,0,0,36
2020-04-01,Дніпропетровська,1,1,45
2020-04-02,Дніпропетровська,2,2,21
2020-04-03,Дніпропетровська,2,2,45
2020-04-06,Дніпропетровська,12,12,78
2020-04-07,Дніпропетровська,15,15,48
2020-04-08,Дніпропетровська,1,1,24
2020-04-09,Дніпропетровська,10,10,75
2020-04-10,Дніпропетровська,3,3,12
2020-04-11,Дніпропетровська,3,3,42
2020-04-12,Дніпропетровська,2,2,24
2020-04-13,Дніпропетровська,12,12,42
2020-04-14,Дніпропетровська,5,5,33
2020-04-15,Дніпропетровська,8,8,63
2020-04-16,Дніпропетровська,16,16,57
2020-04-17,Дніпропетровська,5,5,36
2020-04-18,Дніпропетровська,6,6,42
2020-04-19,Дніпропетровська,8,8,24
2020-04-20,Дніпропетровська,4,4,33
2020-04-21,Дніпропетровська,27,27,129
2020-04-22,Дніпропетровська,38,38,207
2020-04-23,Дніпропетровська,11,11,114
2020-04-24,Дніпропетровська,42,42,252
2020-04-25,Дніпропетровська,53,53,165
2020-04-26,Дніпропетровська,23,23,108
2020-04-27,Дніпропетровська,1,1,186
2020-04-28,Дніпропетровська,9,9,159
2020-04-29,Дніпропетровська,22,22,159
2020-04-30,Дніпропетровська,14,14,115
2020-05-01,Дніпропетровська,77,77,440
2020-05-02,Дніпропетровська,7,7,110
2020-05-03,Дніпропетровська,12,12,290
2020-05-04,Дніпропетровська,20,20,155
2020-05-05,Дніпропетровська,91,91,590
2020-05-06,Дніпропетровська,50,50,355
2020-05-07,Дніпропетровська,31,31,260
2020-05-08,Дніпропетровська,29,29,220
2020-05-09,Дніпропетровська,23,23,290
2020-05-10,Дніпропетровська,27,27,180
2020-05-11,Дніпропетровська,22,22,240
2020-05-12,Дніпропетровська,23,23,225
2020-05-13,Дніпропетровська,5,5,170
2020-05-14,Дніпропетровська,10,10,75
2020-05-15,Дніпропетровська,16,16,220
2020-05-16,Дніпропетровська,30,30,320
2020-05-17,Дніпропетровська,6,6,120
2020-05-18,Дніпропетровська,1,1,64
2020-05-19,Дніпропетровська,5,5,280
2020-05-20,Дніпропетровська,10,10,128
2020-05-21,Дніпропетровська,4,4,136
2020-05-22,Дніпропетровська,2,2,40
