date,state,positive_raw,positive,total
2020-07-14,Львівська,104,104,3259
2020-07-15,Львівська,143,143,3173
2020-07-16,Львівська,108,108,1533
2020-07-18,Львівська,149,149,546
2020-07-19,Львівська,84,84,532
2020-07-20,Львівська,148,148,1360
2020-07-21,Львівська,150,150,1679
2020-07-22,Львівська,176,176,3268
2020-07-24,Львівська,189,189,3931
2020-07-25,Львівська,60,60,1283
2020-07-26,Львівська,97,97,378
2020-07-28,Львівська,222,222,2861
2020-07-29,Львівська,157,157,3040
2020-07-30,Львівська,174,174,2621
2020-07-31,Львівська,169,169,3239
2020-08-01,Львівська,59,59,1346
2020-08-02,Львівська,62,62,1189
2020-08-03,Львівська,160,160,2525
2020-08-05,Львівська,199,199,3474
2020-08-06,Львівська,123,123,3028
2020-08-07,Львівська,210,210,3373
2020-08-08,Львівська,126,126,2507
2020-08-09,Львівська,72,72,635
2020-08-10,Львівська,190,190,2327
2020-08-11,Львівська,210,210,2908
2020-08-12,Львівська,134,134,2459
2020-08-16,Львівська,110,110,624
2020-08-17,Львівська,251,251,1011
2020-08-18,Львівська,222,222,2444
2020-08-20,Львівська,162,162,2866
2020-08-21,Львівська,222,222,3202
2020-08-22,Львівська,172,172,858
2020-08-23,Львівська,115,115,576
2020-08-24,Львівська,118,118,564
2020-08-25,Львівська,176,176,2385
2020-08-26,Львівська,215,215,3209
2020-08-27,Львівська,234,234,2866
2020-08-28,Львівська,210,210,38
2020-08-29,Львівська,97,97,963
2020-08-30,Львівська,111,111,819
2020-08-31,Львівська,235,235,2898
2020-09-01,Львівська,251,251,3287
2020-09-02,Львівська,186,186,2814
2020-09-03,Львівська,186,186,2575
2020-09-04,Львівська,224,224,2820
2020-09-05,Львівська,122,122,1400
2020-09-06,Львівська,149,149,708
2020-09-07,Львівська,137,137,3597
2020-09-08,Львівська,226,226,3013
2020-09-09,Львівська,156,156,3049
2020-09-10,Львівська,169,169,2638
2020-09-11,Львівська,245,245,3628
2020-09-12,Львівська,156,156,1086
2020-09-13,Львівська,149,149,887
2020-09-14,Львівська,195,195,4235
2020-09-15,Львівська,258,258,3169
2020-09-16,Львівська,276,276,2969
2020-09-17,Львівська,318,318,3450
2020-09-18,Львівська,192,192,3473
2020-09-19,Львівська,174,174,1317
2020-09-20,Львівська,153,153,913
2020-09-21,Львівська,221,221,4648
2020-09-22,Львівська,180,180,2652
2020-09-23,Львівська,197,197,2865
2020-09-24,Львівська,146,146,2673
2020-09-25,Львівська,218,218,3724
2020-09-26,Львівська,146,146,1159
2020-09-27,Львівська,223,223,474
2020-09-28,Львівська,159,159,3475
2020-09-29,Львівська,119,119,2572
2020-09-30,Львівська,287,287,2393
2020-10-01,Львівська,320,320,2985
2020-10-02,Львівська,242,242,2658
2020-10-03,Львівська,152,152,752
2020-10-04,Львівська,135,135,753
2020-10-05,Львівська,186,186,2047
2020-10-06,Львівська,184,184,3524
2020-10-07,Львівська,333,333,2700
2020-10-08,Львівська,129,129,3114
2020-10-09,Львівська,437,437,2816
2020-10-10,Львівська,447,447,1151
2020-10-11,Львівська,146,146,486
2020-10-12,Львівська,233,233,2578
2020-10-13,Львівська,300,300,2772
2020-10-14,Львівська,370,370,2596
2020-10-15,Львівська,424,424,3577
2020-10-16,Львівська,302,302,3589
2020-10-17,Львівська,391,391,1882
2020-10-18,Львівська,64,64,846
2020-10-19,Львівська,236,236,1519
2020-10-20,Львівська,239,239,2875
2020-10-21,Львівська,482,482,3794
2020-10-22,Львівська,504,504,3653
2020-10-24,Львівська,653,653,1466
2020-10-25,Львівська,52,52,1291
2020-10-26,Львівська,287,287,2806
2020-10-27,Львівська,430,430,3573
2020-10-28,Львівська,488,488,4193
2020-10-29,Львівська,595,595,4765
2020-10-30,Львівська,695,712,4177
2020-10-31,Львівська,370,414,1549
2020-11-01,Львівська,299,389,1443
2020-11-02,Львівська,204,344,2394
2020-11-03,Львівська,156,365,3566
2020-03-04,м. Київ,1,1,3
2020-03-06,м. Київ,1,1,3
2020-03-07,м. Київ,1,1,3
2020-03-12,м. Київ,0,0,3
2020-03-14,м. Київ,2,2,6
2020-03-15,м. Київ,1,1,3
2020-03-17,м. Київ,1,1,3
2020-03-19,м. Київ,2,2,15
2020-03-20,м. Київ,10,10,33
2020-03-21,м. Київ,13,13,117
2020-03-22,м. Київ,5,5,21
2020-03-23,м. Київ,6,6,30
2020-03-24,м. Київ,7,7,30
2020-03-25,м. Київ,11,11,48
2020-03-26,м. Київ,16,16,72
2020-03-27,м. Київ,9,9,42
2020-03-28,м. Київ,9,9,33
2020-03-29,м. Київ,27,27,87
2020-03-30,м. Київ,8,8,30
2020-03-31,м. Київ,29,29,99
2020-04-01,м. Київ,54,54,183
2020-04-02,м. Київ,15,15,78
2020-04-03,м. Київ,38,38,132
2020-04-04,м. Київ,23,23,78
2020-04-05,м. Київ,18,18,63
2020-04-06,м. Київ,15,15,75
2020-04-07,м. Київ,20,20,78
2020-04-08,м. Київ,63,63,225
2020-04-09,м. Київ,26,26,102
2020-04-10,м. Київ,73,73,249
2020-04-11,м. Київ,26,26,108
2020-04-12,м. Київ,65,65,225
2020-04-13,м. Київ,22,22,156
2020-04-14,м. Київ,41,41,192
2020-04-15,м. Київ,72,72,264
2020-04-16,м. Київ,107,107,387
2020-04-17,м. Київ,57,57,243
2020-04-18,м. Київ,59,59,234
2020-04-19,м. Київ,60,60,201
2020-04-20,м. Київ,42,42,177
2020-04-21,м. Київ,30,30,210
2020-04-22,м. Київ,79,79,348
2020-04-23,м. Київ,46,46,222
2020-04-24,м. Київ,57,57,288
2020-04-25,м. Київ,23,23,120
2020-04-26,м. Київ,34,34,135
2020-04-27,м. Київ,40,40,276
2020-04-28,м. Київ,57,57,381
2020-04-29,м. Київ,60,60,294
2020-04-30,м. Київ,35,35,420
2020-05-01,м. Київ,13,13,95
2020-05-02,м. Київ,10,10,75
2020-05-03,м. Київ,63,63,420
2020-05-04,м. Київ,54,54,605
2020-05-05,м. Київ,54,54,580
2020-05-06,м. Київ,11,11,195
2020-05-07,м. Київ,60,60,490
2020-05-08,м. Київ,61,61,555
2020-05-09,м. Київ,41,41,375
2020-05-10,м. Київ,98,98,625
2020-05-11,м. Київ,33,33,280
2020-05-12,м. Київ,53,53,635
2020-05-13,м. Київ,67,67,615
2020-05-14,м. Київ,69,69,760
2020-05-15,м. Київ,97,97,830
2020-05-16,м. Київ,89,89,1096
2020-05-17,м. Київ,45,45,688
2020-05-18,м. Київ,7,7,360
2020-05-19,м. Київ,37,37,1056
2020-05-20,м. Київ,65,65,1072
2020-05-21,м. Київ,16,16,424
2020-05-22,м. Київ,60,60,1064
2020-05-23,м. Київ,63,63,944
2020-05-24,м. Київ,45,45,1064
2020-05-25,м. Київ,32,32,616
2020-05-26,м. Київ,69,69,1088
2020-05-27,м. Київ,61,61,888
2020-05-28,м. Київ,94,94,1120
2020-05-29,м. Київ,102,102,1072
2020-05-30,м. Київ,52,52,336
2020-05-31,м. Київ,39,39,336
2020-06-01,м. Київ,58,58,1533
2020-06-02,м. Київ,79,79,2202
2020-06-03,м. Київ,60,60,2056
2020-06-05,м. Київ,60,60,2363
2020-06-06,м. Київ,71,71,2548
2020-06-07,м. Київ,87,87,1415
2020-06-08,м. Київ,63,63,1927
2020-06-09,м. Київ,56,56,2159
2020-06-10,м. Київ,72,72,4166
2020-06-11,м. Київ,50,50,4435
2020-06-12,м. Київ,56,56,3353
2020-06-13,м. Київ,38,38,2650
2020-06-14,м. Київ,33,33,1711
2020-06-15,м. Київ,25,25,3423
2020-06-16,м. Київ,59,59,3322
2020-06-17,м. Київ,62,62,3945
2020-06-18,м. Київ,50,50,3261
2020-06-19,м. Київ,61,61,3491
2020-06-20,м. Київ,51,51,2983
2020-06-21,м. Київ,16,16,1072
2020-06-22,м. Київ,70,70,2640
2020-06-23,м. Київ,62,62,4898
2020-06-24,м. Київ,82,82,2848
2020-06-25,м. Київ,81,81,3789
2020-06-26,м. Київ,63,63,3809
2020-06-27,м. Київ,50,50,2596
2020-06-28,м. Київ,72,72,1358
2020-06-29,м. Київ,37,37,1643
2020-06-30,м. Київ,93,93,2150
2020-07-01,м. Київ,125,125,3358
2020-07-02,м. Київ,90,90,4583
2020-07-03,м. Київ,55,55,4076
2020-07-04,м. Київ,87,87,2017
2020-07-05,м. Київ,53,53,1827
2020-07-06,м. Київ,109,109,3126
2020-07-07,м. Київ,118,118,4450
2020-07-08,м. Київ,122,122,4831
2020-07-09,м. Київ,80,80,4670
2020-07-10,м. Київ,108,108,3701
2020-07-11,м. Київ,54,54,2022
2020-07-12,м. Київ,32,32,2124
2020-07-13,м. Київ,75,75,1875
2020-07-14,м. Київ,85,85,4747
2020-07-15,м. Київ,88,88,3789
2020-07-16,м. Київ,85,85,4620
2020-07-18,м. Київ,78,78,2285
2020-07-19,м. Київ,87,87,962
2020-07-20,м. Київ,99,99,4604
2020-07-21,м. Київ,112,112,4099
2020-07-22,м. Київ,56,56,4883
2020-07-24,м. Київ,97,97,2932
2020-07-25,м. Київ,97,97,3706
2020-07-26,м. Київ,49,49,482
2020-07-28,м. Київ,85,85,4710
2020-07-29,м. Київ,72,72,3755
2020-07-30,м. Київ,124,124,3852
2020-07-31,м. Київ,153,153,5209
2020-08-01,м. Київ,97,97,2228
2020-08-02,м. Київ,56,56,1606
2020-08-03,м. Київ,214,214,4532
2020-08-05,м. Київ,182,182,6044
2020-08-06,м. Київ,191,191,3974
2020-08-07,м. Київ,171,171,4583
2020-08-08,м. Київ,143,143,3576
2020-08-09,м. Київ,110,110,2467
2020-08-10,м. Київ,117,117,4629
2020-08-11,м. Київ,242,242,5160
2020-08-12,м. Київ,298,298,5709
2020-08-16,м. Київ,54,54,2781
2020-08-17,м. Київ,175,175,3523
2020-08-18,м. Київ,335,335,4887
2020-08-20,м. Київ,324,324,7425
2020-08-21,м. Київ,189,189,6478
2020-08-22,м. Київ,357,357,3791
2020-08-23,м. Київ,105,105,1466
2020-08-24,м. Київ,168,168,1901
2020-08-25,м. Київ,294,294,2856
2020-08-26,м. Київ,240,240,6503
2020-08-27,м. Київ,260,260,7037
2020-08-28,м. Київ,359,359,6334
2020-08-29,м. Київ,169,169,4051
2020-08-30,м. Київ,75,75,3487
2020-08-31,м. Київ,475,475,7111
2020-09-01,м. Київ,266,266,8642
2020-09-02,м. Київ,268,268,7819
2020-09-03,м. Київ,261,261,7620
2020-09-04,м. Київ,306,306,7441
2020-09-05,м. Київ,290,290,5568
2020-09-06,м. Київ,393,393,3357
2020-09-07,м. Київ,374,374,6855
2020-09-08,м. Київ,338,338,1848
2020-09-09,м. Київ,368,368,11775
2020-09-10,м. Київ,520,520,8033
2020-09-11,м. Київ,373,373,7168
2020-09-12,м. Київ,302,302,4856
2020-09-13,м. Київ,107,107,962
2020-09-14,м. Київ,620,620,8272
2020-09-15,м. Київ,486,486,8679
2020-09-16,м. Київ,356,356,9421
2020-09-17,м. Київ,498,498,10399
2020-09-18,м. Київ,438,438,6796
2020-09-19,м. Київ,254,254,6057
2020-09-20,м. Київ,277,277,4719
2020-09-21,м. Київ,486,486,1128
2020-09-22,м. Київ,467,467,1128
2020-09-23,м. Київ,537,537,7090
2020-09-24,м. Київ,455,455,6345
2020-09-25,м. Київ,437,437,7810
2020-09-26,м. Київ,274,274,5825
2020-09-27,м. Київ,175,175,4402
2020-09-28,м. Київ,555,555,7813
2020-09-29,м. Київ,711,711,7599
2020-09-30,м. Київ,612,612,9732
2020-10-01,м. Київ,551,551,8512
2020-10-02,м. Київ,588,588,3057
2020-10-03,м. Київ,415,415,1874
2020-10-04,м. Київ,301,301,1034
2020-10-05,м. Київ,898,898,8725
2020-10-06,м. Київ,776,776,10068
2020-10-07,м. Київ,589,589,12023
2020-10-08,м. Київ,599,599,10351
2020-10-09,м. Київ,594,594,8115
2020-10-10,м. Київ,420,420,8175
2020-10-11,м. Київ,333,333,3724
2020-10-12,м. Київ,827,827,7772
2020-10-13,м. Київ,734,734,10557
2020-10-14,м. Київ,401,401,7462
2020-10-15,м. Київ,697,697,8889
2020-10-16,м. Київ,534,534,12823
2020-10-17,м. Київ,338,345,6964
2020-10-18,м. Київ,311,321,6044
2020-10-19,м. Київ,571,602,8386
2020-10-20,м. Київ,573,623,5243
2020-10-21,м. Київ,517,589,6295
2020-10-22,м. Київ,429,515,11094
2020-10-24,м. Київ,265,347,8397
2020-10-25,м. Київ,137,187,9017
2020-10-26,м. Київ,560,792,7667
2020-10-27,м. Київ,483,709,13079
2020-10-28,м. Київ,372,579,15565
2020-10-29,м. Київ,356,619,17310
2020-10-30,м. Київ,278,565,16573
2020-10-31,м. Київ,112,269,11497
2020-11-01,м. Київ,85,259,7716
2020-11-02,м. Київ,219,668,9536
2020-11-03,м. Київ,52,675,13210
2020-03-13,Миколаївська,0,0,3
2020-03-19,Миколаївська,0,0,24
2020-03-22,Миколаївська,0,0,3
2020-03-23,Миколаївська,0,0,9
2020-03-24,Миколаївська,0,0,3
2020-03-25,Миколаївська,0,0,42
2020-03-26,Миколаївська,0,0,21
2020-03-27,Миколаївська,0,0,21
2020-03-28,Миколаївська,0,0,6
2020-03-30,Миколаївська,0,0,3
2020-03-31,Миколаївська,0,0,12
2020-04-01,Миколаївська,0,0,12
2020-04-04,Миколаївська,0,0,24
2020-04-06,Миколаївська,0,0,18
2020-04-07,Миколаївська,0,0,21
2020-04-08,Миколаївська,0,0,9
2020-04-09,Миколаївська,0,0,12
2020-04-10,Миколаївська,2,2,36
2020-04-11,Миколаївська,3,3,36
2020-04-12,Миколаївська,0,0,9
2020-04-13,Миколаївська,9,9,45
2020-04-14,Миколаївська,8,8,63
2020-04-15,Миколаївська,0,0,15
2020-04-16,Миколаївська,9,9,78
2020-04-17,Миколаївська,4,4,45
2020-04-18,Миколаївська,2,2,33
2020-04-19,Миколаївська,0,0,45
2020-04-20,Миколаївська,45,45,147
2020-04-21,Миколаївська,17,17,84
2020-04-22,Миколаївська,4,4,18
2020-04-23,Миколаївська,0,0,3
2020-04-24,Миколаївська,8,8,120
2020-04-25,Миколаївська,4,4,126
2020-04-26,Миколаївська,1,1,18
2020-04-27,Миколаївська,0,0,18
2020-04-28,Миколаївська,4,4,108
2020-04-29,Миколаївська,6,6,36
2020-04-30,Миколаївська,14,14,225
2020-05-01,Миколаївська,9,9,155
2020-05-02,Миколаївська,12,12,70
2020-05-03,Миколаївська,2,2,35
2020-05-04,Миколаївська,2,2,175
2020-05-05,Миколаївська,6,6,125
2020-05-06,Миколаївська,8,8,215
2020-05-07,Миколаївська,22,22,195
2020-05-08,Миколаївська,4,4,80
2020-05-09,Миколаївська,18,18,195
2020-05-10,Миколаївська,2,2,60
2020-05-11,Миколаївська,0,0,35
2020-05-12,Миколаївська,3,3,35
2020-05-13,Миколаївська,0,0,155
2020-05-14,Миколаївська,8,8,155
2020-05-15,Миколаївська,2,2,95
2020-05-16,Миколаївська,3,3,128
2020-05-17,Миколаївська,22,22,184
2020-05-18,Миколаївська,1,1,88
2020-05-19,Миколаївська,4,4,192
2020-05-20,Миколаївська,9,9,136
2020-05-21,Миколаївська,3,3,104
2020-05-22,Миколаївська,0,0,120
2020-05-23,Миколаївська,1,1,64
2020-05-24,Миколаївська,0,0,8
2020-05-25,Миколаївська,0,0,112
2020-05-26,Миколаївська,1,1,168
2020-05-27,Миколаївська,2,2,56
2020-05-28,Миколаївська,4,4,104
2020-05-29,Миколаївська,6,6,56
2020-06-01,Миколаївська,0,0,245
2020-06-02,Миколаївська,0,0,244
2020-06-03,Миколаївська,12,12,150
2020-06-04,Миколаївська,0,0,227
2020-06-05,Миколаївська,2,2,258
2020-06-06,Миколаївська,0,0,294
2020-06-07,Миколаївська,0,0,144
2020-06-08,Миколаївська,1,1,166
2020-06-09,Миколаївська,1,1,194
2020-06-10,Миколаївська,5,5,266
2020-06-11,Миколаївська,3,3,270
2020-06-12,Миколаївська,2,2,237
2020-06-13,Миколаївська,0,0,264
2020-06-14,Миколаївська,0,0,216
2020-06-15,Миколаївська,2,2,396
2020-06-16,Миколаївська,0,0,158
2020-06-17,Миколаївська,15,15,232
2020-06-18,Миколаївська,11,11,239
2020-06-19,Миколаївська,9,9,265
2020-06-20,Миколаївська,9,9,105
2020-06-21,Миколаївська,0,0,6
2020-06-22,Миколаївська,2,2,121
2020-06-23,Миколаївська,9,9,373
2020-06-24,Миколаївська,5,5,394
2020-06-25,Миколаївська,8,8,661
2020-06-26,Миколаївська,44,44,516
2020-06-27,Миколаївська,6,6,367
2020-06-28,Миколаївська,3,3,520
2020-06-29,Миколаївська,3,3,262
2020-06-30,Миколаївська,0,0,401
2020-07-01,Миколаївська,3,3,525
2020-07-02,Миколаївська,5,5,809
2020-07-03,Миколаївська,3,3,397
2020-07-04,Миколаївська,3,3,203
2020-07-05,Миколаївська,0,0,140
2020-07-06,Миколаївська,2,2,379
2020-07-07,Миколаївська,2,2,503
2020-07-08,Миколаївська,2,2,572
2020-07-09,Миколаївська,9,9,562
2020-07-10,Миколаївська,5,5,440
2020-07-11,Миколаївська,1,1,193
2020-07-12,Миколаївська,5,5,141
2020-07-13,Миколаївська,6,6,144
2020-07-14,Миколаївська,4,4,658
2020-07-15,Миколаївська,5,5,181
2020-07-16,Миколаївська,6,6,671
2020-07-18,Миколаївська,7,7,148
2020-07-19,Миколаївська,1,1,102
2020-07-20,Миколаївська,3,3,379
2020-07-21,Миколаївська,2,2,447
2020-07-22,Миколаївська,6,6,223
2020-07-24,Миколаївська,10,10,476
2020-07-25,Миколаївська,14,14,131
2020-07-26,Миколаївська,0,0,129
2020-07-28,Миколаївська,15,15,524
2020-07-29,Миколаївська,10,10,621
2020-07-30,Миколаївська,15,15,900
2020-07-31,Миколаївська,22,22,601
2020-08-01,Миколаївська,22,22,227
2020-08-02,Миколаївська,5,5,233
2020-08-03,Миколаївська,9,9,523
2020-08-05,Миколаївська,18,18,630
2020-08-06,Миколаївська,9,9,713
2020-08-07,Миколаївська,7,7,660
2020-08-08,Миколаївська,10,10,261
2020-08-09,Миколаївська,12,12,154
2020-08-10,Миколаївська,17,17,614
2020-08-11,Миколаївська,12,12,589
2020-08-12,Миколаївська,14,14,687
2020-08-16,Миколаївська,14,14,215
2020-08-17,Миколаївська,19,19,439
2020-08-18,Миколаївська,39,39,653
2020-08-20,Миколаївська,27,27,1054
2020-08-21,Миколаївська,37,37,742
2020-08-22,Миколаївська,23,23,334
2020-08-23,Миколаївська,5,5,128
2020-08-24,Миколаївська,17,17,139
2020-08-25,Миколаївська,21,21,689
2020-08-26,Миколаївська,32,32,607
2020-08-27,Миколаївська,51,51,797
2020-08-28,Миколаївська,44,44,706
2020-08-29,Миколаївська,79,79,502
2020-08-30,Миколаївська,32,32,412
2020-08-31,Миколаївська,39,39,434
2020-09-01,Миколаївська,53,53,669
2020-09-02,Миколаївська,69,69,884
2020-09-03,Миколаївська,68,68,1032
2020-09-04,Миколаївська,81,81,801
2020-09-05,Миколаївська,77,77,421
2020-09-06,Миколаївська,26,26,225
2020-09-07,Миколаївська,22,22,948
2020-09-08,Миколаївська,71,71,789
2020-09-09,Миколаївська,85,85,1003
2020-09-10,Миколаївська,64,64,1251
2020-09-11,Миколаївська,54,54,806
2020-09-12,Миколаївська,60,60,381
2020-09-13,Миколаївська,60,60,533
2020-09-14,Миколаївська,102,102,1051
2020-09-15,Миколаївська,53,53,1197
2020-09-16,Миколаївська,70,70,1241
2020-09-17,Миколаївська,88,88,1858
2020-09-18,Миколаївська,76,76,1222
2020-09-19,Миколаївська,61,61,477
2020-09-20,Миколаївська,19,19,456
2020-09-21,Миколаївська,75,75,618
2020-09-22,Миколаївська,80,80,556
2020-09-23,Миколаївська,83,83,1339
2020-09-24,Миколаївська,66,66,1170
2020-09-25,Миколаївська,117,117,1077
2020-09-26,Миколаївська,59,59,458
2020-09-27,Миколаївська,53,53,450
2020-09-28,Миколаївська,141,141,1145
2020-09-29,Миколаївська,168,168,868
2020-09-30,Миколаївська,78,78,1429
2020-10-01,Миколаївська,154,154,1372
2020-10-02,Миколаївська,136,136,956
2020-10-03,Миколаївська,98,98,543
2020-10-04,Миколаївська,58,58,487
2020-10-05,Миколаївська,241,241,1226
2020-10-06,Миколаївська,235,235,1115
2020-10-07,Миколаївська,235,235,1534
2020-10-08,Миколаївська,277,277,1185
2020-10-09,Миколаївська,311,311,1167
2020-10-10,Миколаївська,315,315,1190
2020-10-11,Миколаївська,178,178,765
2020-10-12,Миколаївська,139,139,1418
2020-10-13,Миколаївська,218,218,1463
2020-10-14,Миколаївська,190,190,796
2020-10-15,Миколаївська,230,230,1474
2020-10-16,Миколаївська,200,200,1292
2020-10-17,Миколаївська,145,145,937
2020-10-18,Миколаївська,138,138,521
2020-10-19,Миколаївська,119,119,996
2020-10-20,Миколаївська,107,107,982
2020-10-21,Миколаївська,193,193,1246
2020-10-22,Миколаївська,101,101,958
2020-10-24,Миколаївська,246,254,895
2020-10-25,Миколаївська,197,205,794
2020-10-26,Миколаївська,78,85,1663
2020-10-27,Миколаївська,12,14,1689
2020-10-28,Миколаївська,55,77,1429
2020-10-29,Миколаївська,167,310,1364
2020-10-30,Миколаївська,270,270,1281
2020-10-31,Миколаївська,136,208,816
2020-11-01,Миколаївська,176,212,1116
2020-11-02,Миколаївська,180,215,1179
2020-11-03,Миколаївська,49,218,943
2020-03-18,Одеська,0,0,3
2020-03-21,Одеська,0,0,33
2020-03-22,Одеська,0,0,3
2020-03-23,Одеська,0,0,18
2020-03-24,Одеська,1,1,3
2020-03-25,Одеська,3,3,78
2020-03-26,Одеська,1,1,18
2020-03-27,Одеська,1,1,12
2020-03-28,Одеська,2,2,33
2020-03-29,Одеська,0,0,36
2020-03-30,Одеська,3,3,90
2020-03-31,Одеська,1,1,39
2020-04-01,Одеська,3,3,48
2020-04-02,Одеська,6,6,111
2020-04-03,Одеська,4,4,105
2020-04-04,Одеська,0,0,72
2020-04-05,Одеська,1,1,69
2020-04-06,Одеська,3,3,84
2020-04-07,Одеська,2,2,84
2020-04-08,Одеська,10,10,153
2020-04-09,Одеська,7,7,60
2020-04-10,Одеська,3,3,60
2020-04-11,Одеська,14,14,45
2020-04-12,Одеська,2,2,90
2020-04-13,Одеська,0,0,24
2020-04-14,Одеська,1,1,3
2020-04-15,Одеська,1,1,21
2020-04-16,Одеська,19,19,96
2020-04-17,Одеська,14,14,144
2020-04-18,Одеська,12,12,126
2020-04-19,Одеська,18,18,90
2020-04-20,Одеська,9,9,108
2020-04-21,Одеська,5,5,57
2020-04-22,Одеська,15,15,165
2020-04-23,Одеська,5,5,48
2020-04-24,Одеська,13,13,153
2020-04-25,Одеська,35,35,132
2020-04-26,Одеська,24,24,117
2020-04-27,Одеська,10,10,42
2020-04-28,Одеська,21,21,195
2020-04-29,Одеська,11,11,51
2020-04-30,Одеська,21,21,240
2020-05-01,Одеська,35,35,180
2020-05-02,Одеська,73,73,400
2020-05-03,Одеська,29,29,160
2020-05-04,Одеська,29,29,195
2020-05-05,Одеська,38,38,220
2020-05-06,Одеська,74,74,440
2020-05-07,Одеська,28,28,155
2020-05-08,Одеська,24,24,160
2020-05-09,Одеська,16,16,125
2020-05-10,Одеська,5,5,170
2020-05-11,Одеська,11,11,175
2020-05-12,Одеська,24,24,280
2020-05-13,Одеська,10,10,205
2020-05-14,Одеська,36,36,350
2020-05-15,Одеська,4,4,125
2020-05-16,Одеська,19,19,344
2020-05-17,Одеська,12,12,512
2020-05-18,Одеська,15,15,552
2020-05-19,Одеська,8,8,392
2020-05-20,Одеська,11,11,312
2020-05-21,Одеська,12,12,376
2020-05-22,Одеська,3,3,176
2020-05-23,Одеська,5,5,216
2020-05-24,Одеська,8,8,120
2020-05-25,Одеська,9,9,368
2020-05-26,Одеська,9,9,264
2020-05-27,Одеська,15,15,720
2020-05-28,Одеська,12,12,664
2020-05-29,Одеська,2,2,24
2020-05-30,Одеська,7,7,56
2020-05-31,Одеська,10,10,56
2020-06-01,Одеська,10,10,657
2020-06-02,Одеська,13,13,576
2020-06-03,Одеська,25,25,1020
2020-06-04,Одеська,32,32,811
2020-06-05,Одеська,14,14,756
2020-06-06,Одеська,12,12,822
2020-06-07,Одеська,10,10,508
2020-06-08,Одеська,9,9,459
2020-06-09,Одеська,16,16,602
2020-06-10,Одеська,22,22,572
2020-06-11,Одеська,16,16,568
2020-06-12,Одеська,19,19,560
2020-06-13,Одеська,14,14,465
2020-06-14,Одеська,20,20,390
2020-06-15,Одеська,9,9,398
2020-06-16,Одеська,23,23,482
2020-06-17,Одеська,31,31,589
2020-06-18,Одеська,24,24,473
2020-06-19,Одеська,16,16,289
2020-06-20,Одеська,40,40,502
2020-06-21,Одеська,31,31,248
2020-06-22,Одеська,47,47,457
2020-06-23,Одеська,43,43,809
2020-06-24,Одеська,80,80,864
2020-06-25,Одеська,61,61,825
2020-06-26,Одеська,54,54,672
2020-06-27,Одеська,24,24,678
2020-06-28,Одеська,86,86,471
2020-06-29,Одеська,27,27,681
2020-06-30,Одеська,10,10,132
2020-07-01,Одеська,24,24,168
2020-07-02,Одеська,67,67,760
2020-07-03,Одеська,25,25,328
2020-07-04,Одеська,24,24,463
2020-07-05,Одеська,23,23,433
2020-07-06,Одеська,36,36,153
2020-07-07,Одеська,83,83,878
2020-07-08,Одеська,50,50,1115
2020-07-09,Одеська,52,52,766
2020-07-10,Одеська,52,52,896
2020-07-11,Одеська,48,48,664
2020-07-12,Одеська,23,23,341
2020-07-13,Одеська,46,46,907
2020-07-14,Одеська,60,60,2031
2020-07-15,Одеська,56,56,1355
2020-07-16,Одеська,60,60,1249
2020-07-18,Одеська,48,48,1258
2020-07-19,Одеська,54,54,629
2020-07-20,Одеська,33,33,856
2020-07-21,Одеська,42,42,1886
2020-07-22,Одеська,31,31,1276
2020-07-24,Одеська,98,98,1407
2020-07-25,Одеська,50,50,951
2020-07-26,Одеська,55,55,640
2020-07-28,Одеська,105,105,1783
2020-07-29,Одеська,57,57,1567
2020-07-30,Одеська,67,67,2141
2020-07-31,Одеська,90,90,1517
2020-08-01,Одеська,113,113,802
2020-08-02,Одеська,44,44,393
2020-08-03,Одеська,53,53,1141
2020-08-05,Одеська,154,154,2330
2020-08-06,Одеська,139,139,2147
2020-08-07,Одеська,122,122,2094
2020-08-08,Одеська,97,97,1050
2020-08-09,Одеська,71,71,769
2020-08-10,Одеська,74,74,2160
2020-08-11,Одеська,149,149,1937
2020-08-12,Одеська,169,169,2285
2020-08-16,Одеська,73,73,429
2020-08-17,Одеська,119,119,1975
2020-08-18,Одеська,159,159,2601
2020-08-20,Одеська,158,158,2002
2020-08-21,Одеська,220,220,2411
2020-08-22,Одеська,136,136,679
2020-08-23,Одеська,116,116,452
2020-08-24,Одеська,214,214,1428
2020-08-25,Одеська,150,150,2205
2020-08-26,Одеська,182,182,2162
2020-08-27,Одеська,136,136,2421
2020-08-28,Одеська,207,207,2586
2020-08-29,Одеська,216,216,1235
2020-08-30,Одеська,159,159,642
2020-08-31,Одеська,185,185,2203
2020-09-01,Одеська,167,167,4106
2020-09-02,Одеська,213,213,2343
2020-09-03,Одеська,116,116,2898
2020-09-04,Одеська,208,208,1611
2020-09-05,Одеська,127,127,954
2020-09-06,Одеська,88,88,1120
2020-09-07,Одеська,138,138,828
2020-09-08,Одеська,117,117,2847
2020-09-09,Одеська,249,249,1001
2020-09-10,Одеська,257,257,3820
2020-09-11,Одеська,225,225,2235
2020-09-12,Одеська,357,357,1652
2020-09-13,Одеська,166,166,728
2020-09-14,Одеська,278,278,2156
2020-09-15,Одеська,293,293,2528
2020-09-16,Одеська,319,319,3150
2020-09-17,Одеська,257,257,2415
2020-09-18,Одеська,249,249,2093
2020-09-19,Одеська,300,300,1505
2020-09-20,Одеська,233,233,1046
