region,date,mean,median,lower_90,upper_90,lower_50,upper_50
Івано-Франківська,2020-03-25,1.1161223017465132,1.0756098087577262,0.8507736139021824,1.4338741930923555,0.9474541510079408,1.1266417515563163
Івано-Франківська,2020-03-26,1.1118580952441917,1.0740696417906157,0.8527001930055655,1.424105107254757,0.9591701783517875,1.1338835790481319
Івано-Франківська,2020-03-27,1.1091594297761285,1.0687063206015983,0.8522572049335361,1.4077165281781627,0.9403146772195918,1.112179878722649
Івано-Франківська,2020-03-28,1.105697765990411,1.0708953956189617,0.8066748975051753,1.3526128786728822,0.9520181970312708,1.1243741321203062
Івано-Франківська,2020-03-29,1.1011973176122947,1.070488731738483,0.8598590498888484,1.396319111649115,0.9509161943668699,1.1223582517356978
Івано-Франківська,2020-03-30,1.0958389549190695,1.065854269309066,0.868271296083519,1.3945710638589912,0.9451612379634124,1.1118430331332023
Івано-Франківська,2020-03-31,1.0919421116864212,1.0613329048818347,0.8712656846836743,1.3728056069966916,0.9465540972950147,1.1191954074885333
Івано-Франківська,2020-04-01,1.0853191763895074,1.0628806180739216,0.8385200292416914,1.3189813985484014,0.9689182250629723,1.1346845825436431
Івано-Франківська,2020-04-02,1.0804853223020112,1.0602733575121768,0.8398055925725579,1.3264600572302803,0.935530417155108,1.1000746458481747
Івано-Франківська,2020-04-03,1.0725162189781037,1.0505187674093968,0.8408407819459285,1.3163168325711239,0.9650446828692523,1.130824165105948
Івано-Франківська,2020-04-04,1.0672145407755855,1.048533269057705,0.8521753234850136,1.3143629005706499,0.951622792249892,1.1156072654427447
Івано-Франківська,2020-04-05,1.0607751054660404,1.0464024470705593,0.8068463960936317,1.2664850025345842,0.9666375590787226,1.1222157148546963
Івано-Франківська,2020-04-06,1.059783368324166,1.0445788116897257,0.8508595497978665,1.302311269831719,0.9371478975934135,1.0938579606178556
Івано-Франківська,2020-04-07,1.0523180129543666,1.0412072603663194,0.8272711425197254,1.275092786102021,0.9360515135528402,1.0868830883233134
Івано-Франківська,2020-04-08,1.0456548568648008,1.0358935901456543,0.8617888039001392,1.3088728731146704,0.965377919475225,1.1130747466287156
Івано-Франківська,2020-04-09,1.042444616280393,1.0361953915012903,0.8125090959424206,1.2669606045061954,0.9441176481221509,1.0898149497195404
Івано-Франківська,2020-04-10,1.0356431117987122,1.0295548828352459,0.8120058478545853,1.2488038694384165,0.94168679584572,1.0891374816108255
Івано-Франківська,2020-04-11,1.0315638863444045,1.031003896662305,0.8385666790069658,1.2627651805172393,0.9448973683939985,1.0871619272943749
Івано-Франківська,2020-04-12,1.0286699021549264,1.0254830618170663,0.8245639085379274,1.2478099114786203,0.9524731710973321,1.094909942051619
Івано-Франківська,2020-04-13,1.0233031784178677,1.0236448949231518,0.8143226462649529,1.2530495515750129,0.9427103183309078,1.0792491220263296
Івано-Франківська,2020-04-14,1.0200581185962367,1.0195386126060215,0.8198700416625214,1.2554568688989256,0.9390813259916566,1.073966763853088
Івано-Франківська,2020-04-15,1.0185807505962172,1.0168143978451174,0.7973883352733009,1.252184478710542,0.9345243758364119,1.0765941277214257
Івано-Франківська,2020-04-16,1.0165655237530495,1.0172636013166614,0.8062103142248445,1.2589670686078114,0.9312815995560756,1.0772495692607724
Івано-Франківська,2020-04-17,1.012428862187417,1.0130891985432497,0.7994670414581173,1.258228389611307,0.9382883116359205,1.0827112229783469
Івано-Франківська,2020-04-18,1.0093088024153372,1.014244692582157,0.7935790510824833,1.2473033119820183,0.9480139103536759,1.1031652337366424
Івано-Франківська,2020-04-19,1.0087985012947773,1.008924778768948,0.7901582760590988,1.2411821448709455,0.930674923646797,1.0826343535531227
Івано-Франківська,2020-04-20,1.00625652949549,1.0044806044722066,0.7525880480052818,1.2163001431061329,0.912786082496431,1.060979564754521
Івано-Франківська,2020-04-21,1.0017116053572,1.003773370369404,0.7675612463312947,1.2370558064917772,0.9188047067051504,1.0660597718442593
Івано-Франківська,2020-04-22,0.9990530154255332,1.0041956025072456,0.7632067683725193,1.2441114163512588,0.941102675507992,1.0852060739291094
Івано-Франківська,2020-04-23,0.9990403213227018,1.002859775668512,0.7447975608267728,1.2268444763028798,0.9146347744695292,1.0612471798389886
Івано-Франківська,2020-04-24,0.9954691570816904,1.0036891835793627,0.7462954446631351,1.2331244765836362,0.9334247445907984,1.0707373425358782
Івано-Франківська,2020-04-25,0.9927859927592256,1.0019408648826489,0.7699692175841292,1.2586000571329208,0.935469962241187,1.0819349102877613
Івано-Франківська,2020-04-26,0.991403010723494,0.9986145613061759,0.7592596448980702,1.2517672049472734,0.9222213934297256,1.0718141688911207
Івано-Франківська,2020-04-27,0.9922228233044447,1.0040328752577157,0.7318999376265792,1.2232421788510974,0.9318407575114216,1.0791833790403789
Івано-Франківська,2020-04-28,0.9921107873987182,1.001881884306135,0.7206763765435833,1.2281602180727618,0.9409350235930823,1.0892962632262515
Івано-Франківська,2020-04-29,0.9909319373546409,1.0008536600390832,0.739599869046351,1.2304178822575618,0.9317700682298649,1.0853108285523287
Івано-Франківська,2020-04-30,0.990479200120615,0.9993258105001949,0.7419879528321015,1.2468333142055552,0.9476155950647519,1.1051871483331943
Івано-Франківська,2020-05-01,0.9899695125804094,0.9990087979148139,0.7433514234179072,1.2419991787951363,0.9150198635962637,1.0693820627368955
Івано-Франківська,2020-05-02,0.9906950746217942,1.0005472957324768,0.736885831032697,1.245198901314347,0.9443254623220064,1.1047657629321874
Івано-Франківська,2020-05-03,0.9926301321423843,1.0001141097949133,0.7364565777010962,1.2446706112013244,0.9458867911554197,1.1065796900619151
Івано-Франківська,2020-05-04,0.9928848426520916,1.0012490049290308,0.7661283205447423,1.2612561197679972,0.9288093221092983,1.0913494944324387
Івано-Франківська,2020-05-05,0.9940653132740511,1.0022499252418275,0.7456637633502173,1.2579211936601566,0.9405285996535575,1.0987982916473507
Івано-Франківська,2020-05-06,0.9975424746881879,1.0028379587390217,0.7522905372426019,1.2628920609955758,0.9351906090019463,1.0962101311501675
Івано-Франківська,2020-05-07,1.0012963167063338,1.0054132035299728,0.7576719875242605,1.2760268625593436,0.9304586596604316,1.0922390012815621
Івано-Франківська,2020-05-08,1.004182337494174,1.0081737649777442,0.7330039122120384,1.2571763770793192,0.9353123330660259,1.0990421296505533
Івано-Франківська,2020-05-09,1.004415073766404,1.0064718741810115,0.7515126135557618,1.2687901371718722,0.9239903934351844,1.0919092585297507
Івано-Франківська,2020-05-10,1.008418695253646,1.0104090784973034,0.7268318625045266,1.2659370178203995,0.9294802912153824,1.0948167426616966
Івано-Франківська,2020-05-11,1.008582500332596,1.0120091322074325,0.7575542033209972,1.2737997796254388,0.9231717451822836,1.0864795536028535
Івано-Франківська,2020-05-12,1.0142518749970346,1.0116921298092922,0.7377304608361668,1.2590127933624622,0.9313147738091211,1.097120971316681
Івано-Франківська,2020-05-13,1.019437783504912,1.015766898079551,0.7584251618055968,1.2761512899159464,0.9261841586819367,1.0957088307627447
Івано-Франківська,2020-05-14,1.0196940107295738,1.0157202657887252,0.7248496400841902,1.2576217066475528,0.9326254262492358,1.091964435910524
Івано-Франківська,2020-05-15,1.0230378095322623,1.0175643736459035,0.7367511081095838,1.2592033636990752,0.9297032651562851,1.089388204531677
Івано-Франківська,2020-05-16,1.0256370518053148,1.0186810624389722,0.7776371918719198,1.2803916123202497,0.9441448606084647,1.1009372415828194
Івано-Франківська,2020-05-17,1.0243979856854752,1.0182208786942355,0.7494087003267446,1.2603349348858284,0.9295693876355784,1.0953629889144727
Івано-Франківська,2020-05-18,1.0234743722866098,1.0189842950573902,0.7563786407567332,1.2678302256008234,0.9326585905207366,1.0949428050020293
Івано-Франківська,2020-05-19,1.023635908131528,1.0199172269113914,0.7380261427968164,1.2583450599603014,0.9373564181853783,1.095536594370939
Івано-Франківська,2020-05-20,1.022593198602194,1.0178223677134497,0.7611055594301138,1.2687621488925984,0.9416188918426222,1.1014516954410467
Івано-Франківська,2020-05-21,1.0208612115663351,1.0201494520543015,0.7967485163520842,1.3168558583716954,0.9343092543750893,1.1006189711062446
Івано-Франківська,2020-05-22,1.0198784472993239,1.0193045124054678,0.7710282168813783,1.2999044734984921,0.9247145843015453,1.09488416228917
Івано-Франківська,2020-05-23,1.0193208979080537,1.0190680924500692,0.7731528147536978,1.3011439816090455,0.928597921606056,1.0955009725335552
Івано-Франківська,2020-05-24,1.0183064143561997,1.0181625024048278,0.7540844980207996,1.2733325146537346,0.9286588672977565,1.09708479264134
Івано-Франківська,2020-05-25,1.01958351009992,1.0206855280642868,0.7783383369362252,1.288210626265667,0.9293939622741461,1.09760233288255
Івано-Франківська,2020-05-26,1.0190377864621154,1.0167464248943716,0.7378968825115801,1.2645952105381808,0.9262967455599792,1.095921295878973
Івано-Франківська,2020-05-27,1.0168720952234143,1.0140409425481407,0.7571464764543118,1.2875905554606781,0.9312659948156471,1.105109982436994
Івано-Франківська,2020-05-28,1.0148883718834627,1.0185539817350056,0.7145341278021793,1.2653904393763988,0.9251774065584772,1.0996946712860176
Івано-Франківська,2020-05-29,1.0132643391513994,1.0150725623047028,0.7447958355931016,1.2860530205274403,0.9185152623822656,1.0952544102650992
Івано-Франківська,2020-05-30,1.0120070589061805,1.0161946053282322,0.7405479513441052,1.2952193830070973,0.9317985697588478,1.1030229722253897
Івано-Франківська,2020-05-31,1.0129957714490803,1.0140332028898928,0.7460893554324121,1.3081662103978924,0.9270283723272472,1.0998248628794474
Івано-Франківська,2020-06-01,1.0117161087544997,1.0226133848547343,0.7280025103853409,1.3016525982309983,0.91698690187881,1.09642366200736
Івано-Франківська,2020-06-02,1.011717077120907,1.019259071896761,0.7301484900993441,1.3248804068959084,0.9312949984598321,1.1159868653596392
Івано-Франківська,2020-06-03,1.0113260498858727,1.0193638297724226,0.7020214850723911,1.3032936219383184,0.9348258963527825,1.1230371251397482
Івано-Франківська,2020-06-04,1.0117519616400033,1.0180789457195982,0.7240680207985516,1.344264333384769,0.9310615950467004,1.119597257936064
Івано-Франківська,2020-06-05,1.010038884521418,1.016941056474872,0.7440165717956577,1.3741081192713154,0.9249391459384765,1.1179011427574115
Івано-Франківська,2020-06-06,1.009247112025416,1.0113693255184617,0.6864686727513057,1.3392173729612373,0.9338876365623794,1.1270260257949352
Івано-Франківська,2020-06-07,1.0077083569677272,1.0143895248462078,0.6817960281983176,1.3497023539795372,0.9112026727884524,1.1086527920384857
Івано-Франківська,2020-06-08,1.0078138241116286,1.0162387757277622,0.6951012107996845,1.3643869738983132,0.90751123519586,1.1141909176429388
Івано-Франківська,2020-06-09,1.0069953255771869,1.0203673945566494,0.6306547047703449,1.319377735919463,0.9045763689570958,1.1072277581137036
Івано-Франківська,2020-06-10,1.0067355201165464,1.0193747728427485,0.6425721915099546,1.3653031019269435,0.8943386435509812,1.1061974223695388
