date,region,mean,median,lower_90,upper_90,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-03-09,Івано-Франківська,1.5,1.48,1.27,1.66,40.84,0.0,0.0,0,0
2020-03-10,Івано-Франківська,1.48,1.46,1.3,1.67,0.44,0.0,0.0,0,0
2020-03-11,Івано-Франківська,1.46,1.45,1.29,1.64,6.25,0.0,0.0,0,0
2020-03-12,Івано-Франківська,1.45,1.44,1.27,1.6,11.86,0.0,0.0,0,0
2020-03-13,Івано-Франківська,1.43,1.42,1.27,1.57,12.85,0.0,0.0,0,0
2020-03-14,Івано-Франківська,1.41,1.4,1.24,1.54,13.0,0.0,0.0,0,0
2020-03-15,Івано-Франківська,1.38,1.37,1.22,1.51,13.83,3.69,0.0,0,0
2020-03-16,Івано-Франківська,1.35,1.35,1.21,1.47,14.92,5.74,0.0,0,0
2020-03-17,Івано-Франківська,1.32,1.31,1.17,1.44,15.96,7.02,0.0,0,0
2020-03-18,Івано-Франківська,1.29,1.28,1.17,1.42,16.95,8.18,0.0,0,0
2020-03-19,Івано-Франківська,1.25,1.25,1.12,1.36,17.92,9.68,2.55,1,66
2020-03-20,Івано-Франківська,1.22,1.22,1.09,1.31,18.86,10.88,2.55,1,9
2020-03-21,Івано-Франківська,1.19,1.18,1.09,1.3,19.76,12.53,0.0,0,0
2020-03-22,Івано-Франківська,1.15,1.15,1.07,1.26,20.59,13.54,7.64,3,33
2020-03-23,Івано-Франківська,1.12,1.11,1.01,1.2,21.33,14.77,0.0,0,0
2020-03-24,Івано-Франківська,1.08,1.08,1.0,1.18,21.97,16.29,0.0,0,0
2020-03-25,Івано-Франківська,1.05,1.05,0.96,1.13,22.49,17.44,28.01,11,132
2020-03-26,Івано-Франківська,1.02,1.01,0.94,1.1,22.89,18.78,20.37,8,78
2020-03-27,Івано-Франківська,0.98,0.98,0.91,1.07,23.15,20.07,10.18,4,39
2020-03-28,Івано-Франківська,0.95,0.95,0.89,1.03,23.26,21.56,33.1,13,66
2020-03-29,Івано-Франківська,0.93,0.93,0.85,0.99,23.2,22.75,0.0,0,0
2020-03-30,Івано-Франківська,0.9,0.9,0.83,0.97,23.05,23.97,12.73,5,36
2020-03-31,Івано-Франківська,0.88,0.87,0.8,0.94,22.75,25.17,53.47,21,141
2020-04-01,Івано-Франківська,0.86,0.85,0.79,0.93,22.34,26.31,28.01,11,90
2020-04-02,Івано-Франківська,0.84,0.84,0.77,0.9,21.82,27.33,24.47,17,300
2020-04-03,Івано-Франківська,0.82,0.82,0.74,0.88,21.22,28.3,12.73,5,111
2020-04-04,Івано-Франківська,0.8,0.8,0.74,0.87,20.54,29.1,38.19,15,96
2020-04-05,Івано-Франківська,0.79,0.79,0.72,0.86,19.81,29.74,56.94,36,273
2020-04-06,Івано-Франківська,0.78,0.78,0.72,0.85,19.04,30.25,75.66,41,234
2020-04-07,Івано-Франківська,0.77,0.77,0.7,0.83,18.24,30.64,38.19,15,153
2020-04-08,Івано-Франківська,0.76,0.76,0.7,0.82,17.43,30.85,47.03,66,606
2020-04-09,Івано-Франківська,0.75,0.75,0.69,0.81,16.61,30.92,14.39,8,240
2020-04-10,Івано-Франківська,0.75,0.75,0.69,0.8,15.8,30.81,34.32,36,453
2020-04-11,Івано-Франківська,0.74,0.74,0.68,0.8,15.01,30.58,60.96,36,255
2020-04-12,Івано-Франківська,0.74,0.74,0.69,0.8,14.23,30.2,10.18,4,15
2020-04-13,Івано-Франківська,0.74,0.74,0.69,0.8,13.47,29.72,19.99,20,432
2020-04-14,Івано-Франківська,0.74,0.74,0.69,0.8,12.75,29.11,33.37,51,660
2020-04-15,Івано-Франківська,0.74,0.74,0.69,0.8,12.05,28.42,32.47,30,399
2020-04-16,Івано-Франківська,0.75,0.74,0.69,0.8,11.4,27.64,28.14,35,537
2020-04-17,Івано-Франківська,0.75,0.75,0.69,0.81,10.78,26.8,12.94,16,534
2020-04-18,Івано-Франківська,0.76,0.76,0.7,0.82,10.21,25.9,29.63,49,714
2020-04-19,Івано-Франківська,0.76,0.76,0.71,0.83,9.67,24.97,34.5,35,438
2020-04-20,Івано-Франківська,0.77,0.77,0.71,0.83,9.18,24.01,20.77,14,291
2020-04-21,Івано-Франківська,0.78,0.78,0.73,0.85,8.72,23.05,33.06,48,627
2020-04-22,Івано-Франківська,0.79,0.79,0.74,0.86,8.3,22.07,34.27,40,504
2020-04-23,Івано-Франківська,0.8,0.8,0.73,0.86,7.91,21.09,11.65,14,519
2020-04-24,Івано-Франківська,0.82,0.81,0.75,0.88,7.57,20.14,20.24,36,768
2020-04-25,Івано-Франківська,0.83,0.83,0.77,0.89,7.25,19.21,18.84,36,825
2020-04-26,Івано-Франківська,0.85,0.84,0.78,0.92,6.97,18.31,2.36,1,183
2020-04-27,Івано-Франківська,0.86,0.86,0.79,0.92,6.72,17.44,23.2,54,1005
2020-04-28,Івано-Франківська,0.88,0.88,0.81,0.95,6.5,16.6,14.91,23,666
2020-04-29,Івано-Франківська,0.9,0.89,0.82,0.96,6.31,15.81,21.15,36,735
2020-04-30,Івано-Франківська,0.92,0.91,0.85,0.99,6.15,15.06,11.18,29,1120
2020-05-01,Івано-Франківська,0.94,0.93,0.86,1.01,6.01,14.35,15.98,37,1000
2020-05-02,Івано-Франківська,0.96,0.96,0.89,1.04,5.9,13.69,10.19,19,805
2020-05-03,Івано-Франківська,0.98,0.98,0.9,1.06,5.82,13.07,14.25,17,515
2020-05-04,Івано-Франківська,1.01,1.01,0.93,1.09,5.76,12.51,8.39,27,1390
2020-05-05,Івано-Франківська,1.04,1.04,0.95,1.11,5.72,11.98,8.11,23,1225
2020-05-06,Івано-Франківська,1.06,1.06,0.98,1.15,5.72,11.49,8.69,17,845
2020-05-07,Івано-Франківська,1.09,1.09,1.01,1.18,5.75,11.05,9.28,23,1070
2020-05-08,Івано-Франківська,1.12,1.12,1.04,1.21,5.81,10.65,11.1,18,700
2020-05-09,Івано-Франківська,1.16,1.16,1.08,1.25,5.9,10.29,11.44,29,1095
2020-05-10,Івано-Франківська,1.19,1.19,1.1,1.28,6.03,9.98,7.0,3,185
2020-05-11,Івано-Франківська,1.22,1.22,1.12,1.31,6.19,9.7,4.43,4,390
2020-05-12,Івано-Франківська,1.25,1.25,1.15,1.34,6.4,9.46,19.58,17,375
2020-05-13,Івано-Франківська,1.28,1.28,1.18,1.37,6.65,9.26,17.82,26,630
2020-05-14,Івано-Франківська,1.31,1.31,1.22,1.41,6.95,9.09,13.45,19,610
2020-05-15,Івано-Франківська,1.34,1.34,1.23,1.43,7.29,8.97,7.97,12,650
2020-05-16,Івано-Франківська,1.36,1.36,1.25,1.47,7.69,8.89,5.66,17,1296
2020-05-17,Івано-Франківська,1.38,1.37,1.26,1.48,8.15,8.86,3.48,4,496
2020-05-18,Івано-Франківська,1.39,1.39,1.3,1.52,8.66,8.86,4.18,13,1344
2020-05-19,Івано-Франківська,1.4,1.4,1.3,1.52,9.24,8.92,4.0,10,1080
2020-05-20,Івано-Франківська,1.41,1.41,1.29,1.52,9.87,9.02,10.18,10,424
2020-05-21,Івано-Франківська,1.41,1.41,1.31,1.54,10.57,9.18,4.63,6,560
2020-05-22,Івано-Франківська,1.41,1.41,1.3,1.52,11.33,9.38,3.67,7,824
2020-05-23,Івано-Франківська,1.41,1.41,1.29,1.52,12.15,9.65,2.08,3,624
2020-05-24,Івано-Франківська,1.4,1.4,1.27,1.49,13.04,9.98,6.58,5,328
2020-05-25,Івано-Франківська,1.39,1.39,1.28,1.5,13.98,10.38,7.89,31,1696
2020-05-26,Івано-Франківська,1.38,1.38,1.28,1.49,14.97,10.84,3.97,10,1088
2020-05-27,Івано-Франківська,1.37,1.37,1.27,1.48,16.01,11.37,8.43,10,512
2020-05-28,Івано-Франківська,1.36,1.35,1.25,1.45,17.09,11.98,13.38,30,968
2020-05-29,Івано-Франківська,1.34,1.34,1.24,1.43,18.22,12.66,12.61,32,1096
2020-05-30,Івано-Франківська,1.34,1.34,1.24,1.45,19.38,13.43,15.64,31,856
2020-05-31,Івано-Франківська,1.32,1.33,1.22,1.42,20.59,14.27,9.58,19,856
2020-06-01,Івано-Франківська,1.31,1.32,1.2,1.41,21.83,15.2,18.93,16,365
2020-06-02,Івано-Франківська,1.3,1.3,1.2,1.4,23.11,16.2,24.86,19,330
2020-06-03,Івано-Франківська,1.29,1.29,1.19,1.39,24.41,17.28,26.36,21,344
2020-06-04,Івано-Франківська,1.28,1.28,1.17,1.37,25.74,18.44,51.34,39,328
2020-06-05,Івано-Франківська,1.27,1.27,1.17,1.37,27.1,19.68,18.11,13,310
2020-06-06,Івано-Франківська,1.26,1.26,1.14,1.35,28.49,20.98,27.42,20,315
2020-06-07,Івано-Франківська,1.25,1.25,1.15,1.36,29.89,22.35,14.39,6,180
2020-06-08,Івано-Франківська,1.24,1.24,1.13,1.35,31.32,23.79,24.51,21,370
2020-06-09,Івано-Франківська,1.24,1.23,1.11,1.34,32.78,25.28,23.99,20,360
2020-06-10,Івано-Франківська,1.23,1.23,1.12,1.35,34.24,26.84,34.02,26,330
2020-06-11,Івано-Франківська,1.22,1.21,1.1,1.34,35.72,28.46,18.82,17,390
2020-06-12,Івано-Франківська,1.22,1.21,1.08,1.34,37.23,30.13,56.74,41,312
2020-06-13,Івано-Франківська,1.21,1.21,1.08,1.34,38.76,31.84,24.11,23,412
2020-06-14,Івано-Франківська,1.21,1.2,1.06,1.34,40.32,33.61,38.59,37,414
2020-06-15,Івано-Франківська,1.21,1.2,1.06,1.35,41.91,35.42,31.15,29,402
2020-06-16,Івано-Франківська,1.2,1.2,1.05,1.36,43.56,37.27,27.08,36,574
2020-06-17,Івано-Франківська,1.2,1.19,1.02,1.33,45.25,39.16,58.62,60,442
2020-06-18,Івано-Франківська,1.2,1.2,1.03,1.37,47.01,41.09,43.75,46,454
2020-06-19,Івано-Франківська,1.2,1.2,1.0,1.34,48.83,43.05,43.08,41,411
2020-06-20,Івано-Франківська,1.21,1.2,1.01,1.37,50.75,45.05,47.32,40,365
2020-06-21,Івано-Франківська,1.21,1.19,1.0,1.37,52.77,47.09,33.84,29,370
2020-06-22,Івано-Франківська,1.21,1.2,1.01,1.41,54.91,49.16,49.82,45,390
2020-06-23,Івано-Франківська,1.21,1.2,0.96,1.39,57.18,51.28,61.36,54,380
2020-06-24,Івано-Франківська,1.21,1.19,1.0,1.44,59.6,53.45,65.05,58,385
2020-06-25,Івано-Франківська,1.21,1.2,0.95,1.41,62.16,55.67,46.26,45,420
2020-06-26,Івано-Франківська,1.21,1.2,0.96,1.44,64.87,57.95,75.05,69,397
2020-06-27,Івано-Франківська,1.21,1.2,0.93,1.42,67.76,60.3,59.22,48,350
2020-06-28,Івано-Франківська,1.21,1.2,0.92,1.43,70.85,62.74,47.32,40,365
2020-06-29,Івано-Франківська,1.21,1.2,0.93,1.44,74.16,65.28,37.5,33,380
2020-06-30,Івано-Франківська,1.21,1.2,0.97,1.5,77.68,67.93,71.19,61,370
2020-07-01,Івано-Франківська,1.21,1.19,0.94,1.46,81.45,70.71,58.93,58,425
2020-07-02,Івано-Франківська,1.21,1.19,0.93,1.45,85.46,73.62,75.29,68,390
2020-03-14,Волинська,1.63,1.62,1.35,1.83,16.86,0.0,0.0,0,0
2020-03-15,Волинська,1.62,1.62,1.36,1.82,0.2,0.0,0.0,0,0
2020-03-16,Волинська,1.62,1.61,1.34,1.79,2.78,0.0,0.0,0,0
2020-03-17,Волинська,1.61,1.6,1.36,1.78,5.28,0.0,0.0,0,0
2020-03-18,Волинська,1.6,1.59,1.36,1.78,5.76,0.0,0.0,0,0
2020-03-19,Волинська,1.59,1.58,1.36,1.76,5.95,0.0,0.0,0,0
2020-03-20,Волинська,1.58,1.57,1.4,1.79,6.48,1.24,0.0,0,0
2020-03-21,Волинська,1.56,1.56,1.37,1.74,7.16,1.93,0.0,0,0
2020-03-22,Волинська,1.55,1.54,1.37,1.72,7.87,2.37,0.0,0,0
2020-03-23,Волинська,1.53,1.53,1.36,1.69,8.61,2.79,0.0,0,0
2020-03-24,Волинська,1.51,1.5,1.35,1.66,9.4,3.35,2.53,1,9
2020-03-25,Волинська,1.48,1.47,1.32,1.63,10.25,3.82,2.53,1,27
2020-03-26,Волинська,1.46,1.45,1.32,1.61,11.15,4.45,0.0,0,0
2020-03-27,Волинська,1.43,1.43,1.29,1.57,12.09,4.89,0.0,0,30
2020-03-28,Волинська,1.41,1.4,1.28,1.54,13.06,5.44,0.0,0,0
2020-03-29,Волинська,1.38,1.37,1.26,1.51,14.05,6.11,0.0,0,54
2020-03-30,Волинська,1.35,1.34,1.22,1.46,15.07,6.7,2.53,1,39
2020-03-31,Волинська,1.32,1.32,1.21,1.44,16.09,7.38,10.1,4,123
2020-04-01,Волинська,1.29,1.29,1.16,1.38,17.1,8.1,7.58,3,42
2020-04-02,Волинська,1.26,1.25,1.15,1.36,18.1,8.94,0.0,0,66
2020-04-03,Волинська,1.23,1.23,1.13,1.34,19.04,9.73,17.68,7,81
2020-04-04,Волинська,1.21,1.2,1.11,1.3,19.97,10.6,5.05,2,12
2020-04-05,Волинська,1.18,1.18,1.09,1.28,20.84,11.52,17.68,7,96
2020-04-06,Волинська,1.16,1.16,1.07,1.26,21.65,12.48,20.2,8,30
2020-04-07,Волинська,1.14,1.14,1.06,1.24,22.4,13.48,5.05,2,36
2020-04-08,Волинська,1.12,1.12,1.03,1.22,23.09,14.52,7.58,3,54
2020-04-09,Волинська,1.11,1.1,1.01,1.19,23.72,15.56,12.63,5,84
2020-04-10,Волинська,1.09,1.09,1.01,1.18,24.28,16.61,42.93,17,120
2020-04-11,Волинська,1.07,1.07,0.98,1.16,24.78,17.67,25.26,10,51
2020-04-12,Волинська,1.06,1.06,0.95,1.12,25.21,18.73,17.68,7,66
2020-04-13,Волинська,1.04,1.04,0.96,1.13,25.57,19.77,30.31,12,51
2020-04-14,Волинська,1.03,1.03,0.94,1.11,25.87,20.78,37.88,15,132
2020-04-15,Волинська,1.02,1.02,0.93,1.11,26.1,21.75,35.36,14,75
2020-04-16,Волинська,1.01,1.01,0.92,1.09,26.27,22.69,17.68,7,126
2020-04-17,Волинська,1.0,1.0,0.92,1.08,26.4,23.59,39.89,23,204
2020-04-18,Волинська,0.99,0.99,0.91,1.07,26.48,24.43,5.05,2,123
2020-04-19,Волинська,0.98,0.98,0.9,1.05,26.51,25.21,20.2,8,114
2020-04-20,Волинська,0.98,0.98,0.91,1.05,26.49,25.94,40.41,16,72
2020-04-21,Волинська,0.98,0.97,0.9,1.05,26.43,26.6,20.2,8,87
2020-04-22,Волинська,0.97,0.97,0.89,1.05,26.33,27.2,32.87,17,183
2020-04-23,Волинська,0.97,0.96,0.88,1.04,26.21,27.73,14.08,8,201
2020-04-24,Волинська,0.96,0.96,0.89,1.04,26.07,28.2,31.59,15,168
2020-04-25,Волинська,0.96,0.96,0.89,1.04,25.9,28.61,39.92,22,195
2020-04-26,Волинська,0.96,0.95,0.87,1.03,25.7,28.95,27.78,11,81
2020-04-27,Волинська,0.95,0.95,0.89,1.04,25.49,29.23,15.22,8,186
2020-04-28,Волинська,0.95,0.95,0.87,1.02,25.27,29.46,27.78,11,114
2020-04-29,Волинська,0.95,0.95,0.88,1.03,25.04,29.62,45.46,18,105
2020-04-30,Волинська,0.95,0.95,0.87,1.01,24.79,29.74,20.97,16,270
2020-05-01,Волинська,0.95,0.95,0.87,1.02,24.54,29.81,15.89,11,245
2020-05-02,Волинська,0.95,0.95,0.87,1.03,24.29,29.83,24.98,12,170
2020-05-03,Волинська,0.96,0.96,0.88,1.04,24.05,29.82,20.2,8,110
2020-05-04,Волинська,0.96,0.96,0.89,1.03,23.83,29.76,15.48,14,320
2020-05-05,Волинська,0.97,0.96,0.89,1.04,23.62,29.68,49.54,28,200
2020-05-06,Волинська,0.97,0.97,0.9,1.05,23.43,29.56,27.75,20,255
2020-05-07,Волинська,0.98,0.98,0.9,1.05,23.26,29.41,42.46,30,250
2020-05-08,Волинська,0.99,0.98,0.9,1.05,23.12,29.24,34.37,34,350
2020-05-09,Волинська,0.99,0.99,0.92,1.07,23.0,29.06,30.33,15,175
2020-05-10,Волинська,1.0,1.0,0.93,1.08,22.92,28.85,17.68,7,110
2020-05-11,Волинська,1.01,1.01,0.93,1.08,22.88,28.64,28.31,20,250
2020-05-12,Волинська,1.02,1.02,0.94,1.09,22.87,28.43,23.59,14,210
2020-05-13,Волинська,1.02,1.02,0.94,1.09,22.89,28.21,39.43,39,350
2020-05-14,Волинська,1.03,1.03,0.96,1.11,22.95,28.0,36.74,27,260
2020-05-15,Волинська,1.04,1.04,0.95,1.11,23.04,27.79,35.38,16,160
2020-05-16,Волинська,1.05,1.05,0.96,1.12,23.16,27.6,23.69,15,224
2020-05-17,Волинська,1.05,1.05,0.98,1.13,23.32,27.42,11.06,8,256
2020-05-18,Волинська,1.06,1.05,0.97,1.12,23.52,27.27,28.28,39,488
2020-05-19,Волинська,1.06,1.06,0.97,1.13,23.74,27.13,26.33,25,336
2020-05-20,Волинська,1.06,1.06,0.97,1.12,24.0,27.03,20.36,29,504
2020-05-21,Волинська,1.07,1.06,0.99,1.14,24.26,26.95,23.59,32,480
2020-05-22,Волинська,1.07,1.06,0.99,1.14,24.55,26.9,17.2,14,288
2020-05-23,Волинська,1.07,1.07,0.99,1.14,24.85,26.89,15.8,15,336
2020-05-24,Волинська,1.07,1.07,0.99,1.15,25.17,26.91,24.33,22,320
2020-05-25,Волинська,1.07,1.07,0.99,1.16,25.5,26.96,11.41,8,248
2020-05-26,Волинська,1.07,1.07,0.99,1.16,25.84,27.05,18.95,18,336
2020-05-27,Волинська,1.07,1.06,0.98,1.15,26.18,27.17,37.91,36,336
2020-05-28,Волинська,1.07,1.07,0.98,1.15,26.54,27.32,22.93,14,216
2020-05-29,Волинська,1.06,1.06,0.97,1.14,26.89,27.5,31.59,15,168
2020-05-30,Волинська,1.06,1.06,0.97,1.14,27.23,27.72,65.66,26,128
2020-05-31,Волинська,1.06,1.05,0.96,1.14,27.56,27.95,32.83,13,128
2020-06-01,Волинська,1.05,1.05,0.97,1.14,27.87,28.22,11.28,11,345
2020-06-02,Волинська,1.05,1.04,0.96,1.13,28.17,28.5,13.79,18,462
2020-06-03,Волинська,1.04,1.04,0.94,1.11,28.44,28.8,21.9,25,404
2020-06-04,Волинська,1.03,1.03,0.95,1.12,28.69,29.13,19.42,23,419
2020-06-05,Волинська,1.03,1.02,0.93,1.1,28.92,29.46,24.54,31,447
2020-06-06,Волинська,1.02,1.02,0.93,1.1,29.1,29.81,23.35,13,197
2020-06-07,Волинська,1.01,1.01,0.92,1.1,29.26,30.16,41.18,27,232
2020-06-08,Волинська,1.01,1.01,0.92,1.1,29.38,30.51,56.55,35,219
2020-06-09,Волинська,1.01,1.01,0.91,1.11,29.47,30.86,31.17,100,1135
2020-06-10,Волинська,1.0,1.0,0.89,1.08,29.53,31.21,24.87,53,754
2020-06-11,Волинська,1.0,1.0,0.88,1.09,29.57,31.55,19.47,47,854
2020-06-12,Волинська,0.99,0.99,0.89,1.1,29.59,31.87,21.14,42,703
2020-06-13,Волинська,0.99,0.99,0.88,1.1,29.58,32.18,62.78,44,248
2020-06-14,Волинська,0.99,0.99,0.86,1.1,29.55,32.47,66.76,40,212
2020-06-15,Волинська,0.99,0.99,0.85,1.09,29.51,32.73,32.45,62,676
2020-06-16,Волинська,0.98,0.98,0.86,1.11,29.45,32.97,22.71,62,966
2020-06-17,Волинська,0.98,0.98,0.86,1.11,29.39,33.18,14.4,57,1401
2020-06-18,Волинська,0.98,0.97,0.85,1.12,29.33,33.37,23.68,68,1016
2020-06-19,Волинська,0.98,0.97,0.83,1.11,29.26,33.52,23.22,54,823
2020-06-20,Волинська,0.98,0.97,0.84,1.13,29.18,33.65,64.87,66,360
2020-06-21,Волинська,0.98,0.97,0.8,1.11,29.1,33.75,65.42,49,265
2020-06-22,Волинська,0.98,0.97,0.82,1.14,29.03,33.83,21.95,49,790
2020-06-23,Волинська,0.98,0.98,0.8,1.12,28.97,33.88,33.44,81,857
2020-06-24,Волинська,0.98,0.98,0.81,1.15,28.93,33.91,23.19,54,824
2020-06-25,Волинська,0.98,0.98,0.79,1.15,28.92,33.93,21.6,73,1196
2020-06-26,Волинська,0.98,0.97,0.78,1.15,28.93,33.92,33.99,95,989
2020-06-27,Волинська,0.98,0.97,0.8,1.17,28.95,33.9,18.22,24,466
2020-06-28,Волинська,0.98,0.98,0.82,1.2,28.99,33.87,104.11,138,469
2020-06-29,Волинська,0.98,0.98,0.78,1.17,29.05,33.83,26.31,29,390
2020-06-30,Волинська,0.98,0.97,0.78,1.17,29.13,33.79,21.46,51,841
2020-07-01,Волинська,0.97,0.97,0.74,1.14,29.23,33.74,18.29,72,1393
2020-07-02,Волинська,0.98,0.97,0.75,1.17,29.34,33.7,18.84,54,1014
2020-03-15,Вінницька,1.41,1.4,1.23,1.57,52.37,0.0,0.0,0,0
2020-03-16,Вінницька,1.4,1.4,1.22,1.56,0.54,0.0,0.0,0,0
2020-03-17,Вінницька,1.39,1.38,1.23,1.55,7.6,0.0,0.0,0,0
2020-03-18,Вінницька,1.38,1.37,1.22,1.54,14.42,0.0,0.0,0,0
2020-03-19,Вінницька,1.36,1.35,1.19,1.48,15.55,0.0,0.0,0,0
2020-03-20,Вінницька,1.34,1.34,1.19,1.47,15.58,0.0,0.0,0,0
2020-03-21,Вінницька,1.33,1.32,1.18,1.44,16.37,3.43,0.0,0,0
2020-03-22,Вінницька,1.31,1.3,1.18,1.43,17.48,5.33,0.0,0,0
2020-03-23,Вінницька,1.28,1.28,1.16,1.4,18.54,6.48,0.0,0,0
2020-03-24,Вінницька,1.26,1.25,1.14,1.37,19.56,7.49,0.0,0,0
2020-03-25,Вінницька,1.24,1.24,1.11,1.34,20.56,8.79,1.97,1,9
2020-03-26,Вінницька,1.21,1.21,1.09,1.3,21.55,9.79,21.66,11,36
2020-03-27,Вінницька,1.19,1.18,1.09,1.3,22.5,11.19,5.91,3,12
2020-03-28,Вінницька,1.17,1.16,1.06,1.27,23.41,11.97,13.78,7,27
2020-03-29,Вінницька,1.14,1.14,1.05,1.25,24.25,12.93,0.0,0,0
2020-03-30,Вінницька,1.11,1.11,1.01,1.22,25.02,14.15,25.6,13,48
2020-03-31,Вінницька,1.09,1.08,0.99,1.18,25.71,15.02,27.57,14,48
2020-04-01,Вінницька,1.07,1.06,0.97,1.16,26.31,16.04,7.88,4,18
2020-04-02,Вінницька,1.05,1.04,0.95,1.13,26.79,17.02,13.78,7,36
2020-04-03,Вінницька,1.03,1.03,0.95,1.12,27.18,18.19,9.85,5,18
2020-04-04,Вінницька,1.01,1.01,0.92,1.08,27.4,19.09,15.75,8,36
2020-04-05,Вінницька,0.99,0.99,0.9,1.06,27.6,20.02,0.0,0,0
2020-04-06,Вінницька,0.98,0.98,0.9,1.05,27.69,20.96,11.82,6,36
2020-04-07,Вінницька,0.97,0.97,0.9,1.05,27.68,21.88,17.72,9,48
2020-04-08,Вінницька,0.97,0.96,0.89,1.04,27.6,22.72,27.57,14,72
2020-04-09,Вінницька,0.96,0.96,0.88,1.03,27.46,23.56,33.48,17,81
2020-04-10,Вінницька,0.96,0.96,0.89,1.04,27.28,24.29,64.98,33,120
2020-04-11,Вінницька,0.96,0.96,0.88,1.03,27.08,24.93,70.66,42,195
2020-04-12,Вінницька,0.96,0.96,0.88,1.04,26.87,25.49,0.0,0,6
2020-04-13,Вінницька,0.97,0.97,0.87,1.03,26.66,26.01,35.45,18,66
2020-04-14,Вінницька,0.97,0.97,0.88,1.04,26.45,26.43,59.08,30,120
2020-04-15,Вінницька,0.98,0.97,0.89,1.05,26.27,26.78,69.26,38,180
2020-04-16,Вінницька,0.98,0.98,0.9,1.06,26.1,27.02,33.48,17,75
2020-04-17,Вінницька,0.99,0.99,0.91,1.06,25.97,27.22,43.32,22,102
2020-04-18,Вінницька,0.99,0.99,0.92,1.07,25.85,27.34,21.66,11,78
2020-04-19,Вінницька,1.0,1.0,0.91,1.07,25.77,27.41,0.0,0,0
2020-04-20,Вінницька,1.0,1.0,0.92,1.09,25.71,27.42,15.75,8,69
2020-04-21,Вінницька,1.01,1.01,0.91,1.08,25.68,27.4,23.63,12,165
2020-04-22,Вінницька,1.01,1.01,0.93,1.1,25.67,27.34,16.68,9,177
2020-04-23,Вінницька,1.01,1.01,0.92,1.09,25.69,27.27,20.6,13,207
2020-04-24,Вінницька,1.01,1.01,0.92,1.1,25.73,27.18,11.44,9,258
2020-04-25,Вінницька,1.0,1.0,0.92,1.09,25.76,27.09,13.78,7,129
2020-04-26,Вінницька,1.0,1.0,0.92,1.08,25.79,26.99,21.66,11,108
2020-04-27,Вінницька,1.0,0.99,0.92,1.09,25.81,26.91,13.67,9,216
2020-04-28,Вінницька,0.99,0.99,0.91,1.07,25.8,26.82,9.11,6,216
2020-04-29,Вінницька,0.98,0.98,0.88,1.05,25.77,26.75,13.78,7,132
2020-04-30,Вінницька,0.97,0.97,0.89,1.05,25.72,26.7,10.94,7,210
2020-05-01,Вінницька,0.96,0.96,0.88,1.04,25.62,26.67,0.0,0,80
2020-05-02,Вінницька,0.95,0.95,0.87,1.03,25.49,26.63,17.72,9,80
2020-05-03,Вінницька,0.94,0.94,0.85,1.01,25.3,26.62,23.63,12,90
2020-05-04,Вінницька,0.93,0.93,0.86,1.02,25.07,26.61,11.82,6,150
2020-05-05,Вінницька,0.92,0.92,0.83,0.99,24.78,26.6,28.3,22,255
2020-05-06,Вінницька,0.91,0.91,0.82,0.98,24.45,26.6,15.75,8,120
2020-05-07,Вінницька,0.9,0.89,0.82,0.97,24.07,26.59,38.38,31,265
2020-05-08,Вінницька,0.89,0.88,0.81,0.96,23.65,26.56,15.75,8,95
2020-05-09,Вінницька,0.88,0.87,0.79,0.94,23.19,26.52,39.94,28,230
2020-05-10,Вінницька,0.87,0.86,0.8,0.95,22.68,26.46,13.78,7,35
2020-05-11,Вінницька,0.86,0.85,0.79,0.93,22.13,26.37,54.45,39,235
2020-05-12,Вінницька,0.85,0.85,0.78,0.93,21.55,26.24,49.82,41,270
2020-05-13,Вінницька,0.84,0.84,0.77,0.91,20.94,26.09,40.53,21,170
2020-05-14,Вінницька,0.83,0.83,0.75,0.89,20.3,25.89,27.57,14,140
2020-05-15,Вінницька,0.83,0.83,0.75,0.89,19.65,25.66,41.31,34,270
2020-05-16,Вінницька,0.82,0.82,0.75,0.88,18.99,25.39,19.0,19,328
2020-05-17,Вінницька,0.81,0.81,0.74,0.88,18.32,25.08,13.78,7,120
2020-05-18,Вінницька,0.81,0.81,0.74,0.87,17.65,24.72,23.01,23,328
2020-05-19,Вінницька,0.81,0.81,0.74,0.87,16.98,24.33,10.25,10,320
2020-05-20,Вінницька,0.8,0.8,0.74,0.88,16.32,23.89,32.31,26,264
2020-05-21,Вінницька,0.8,0.8,0.74,0.88,15.68,23.42,33.01,33,328
2020-05-22,Вінницька,0.81,0.8,0.74,0.88,15.05,22.91,23.74,33,456
2020-05-23,Вінницька,0.81,0.8,0.73,0.86,14.44,22.38,31.78,31,320
2020-05-24,Вінницька,0.81,0.8,0.74,0.87,13.86,21.82,23.63,12,104
2020-05-25,Вінницька,0.81,0.81,0.74,0.88,13.3,21.23,34.17,20,192
2020-05-26,Вінницька,0.81,0.81,0.75,0.88,12.77,20.63,21.21,15,232
2020-05-27,Вінницька,0.82,0.81,0.75,0.88,12.27,20.02,21.32,13,200
2020-05-28,Вінницька,0.82,0.82,0.75,0.88,11.79,19.39,13.78,7,48
2020-05-29,Вінницька,0.82,0.82,0.75,0.89,11.34,18.76,41.01,28,224
2020-05-30,Вінницька,0.82,0.82,0.76,0.9,10.91,18.13,15.75,8,56
