date,region,mean,median,lower_90,upper_90,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-05-02,Закарпатська,0.87,0.87,0.8,0.94,21.2,38.58,26.87,15,170
2020-05-03,Закарпатська,0.89,0.88,0.82,0.96,20.58,37.6,38.57,19,150
2020-05-04,Закарпатська,0.9,0.9,0.83,0.97,20.04,36.58,41.41,17,125
2020-05-05,Закарпатська,0.92,0.91,0.84,0.99,19.56,35.55,24.69,15,185
2020-05-06,Закарпатська,0.93,0.93,0.85,1.0,19.15,34.5,37.32,38,310
2020-05-07,Закарпатська,0.95,0.95,0.86,1.02,18.81,33.47,33.65,42,380
2020-05-08,Закарпатська,0.97,0.97,0.88,1.04,18.54,32.46,26.59,31,355
2020-05-09,Закарпатська,0.98,0.98,0.91,1.08,18.34,31.47,28.11,30,325
2020-05-10,Закарпатська,1.0,1.0,0.9,1.07,18.19,30.52,42.48,30,215
2020-05-11,Закарпатська,1.02,1.01,0.93,1.1,18.1,29.62,32.39,25,235
2020-05-12,Закарпатська,1.03,1.03,0.94,1.11,18.07,28.76,16.24,12,225
2020-05-13,Закарпатська,1.05,1.05,0.95,1.12,18.1,27.97,21.31,21,300
2020-05-14,Закарпатська,1.06,1.06,0.96,1.13,18.18,27.24,20.7,17,250
2020-05-15,Закарпатська,1.07,1.07,1.0,1.16,18.33,26.57,29.14,67,700
2020-05-16,Закарпатська,1.09,1.09,1.01,1.18,18.52,25.97,3.52,5,432
2020-05-17,Закарпатська,1.1,1.1,1.01,1.18,18.76,25.45,12.07,13,328
2020-05-18,Закарпатська,1.11,1.11,1.03,1.2,19.05,24.99,4.91,4,248
2020-05-19,Закарпатська,1.12,1.12,1.01,1.2,19.39,24.61,22.63,44,592
2020-05-20,Закарпатська,1.13,1.13,1.04,1.22,19.78,24.3,20.72,43,632
2020-05-21,Закарпатська,1.14,1.14,1.05,1.23,20.22,24.05,16.92,20,360
2020-05-22,Закарпатська,1.15,1.15,1.06,1.24,20.71,23.88,27.74,43,472
2020-05-23,Закарпатська,1.16,1.16,1.06,1.24,21.24,23.77,21.14,25,360
2020-05-24,Закарпатська,1.16,1.16,1.08,1.27,21.83,23.74,12.29,4,64
2020-05-25,Закарпатська,1.17,1.17,1.06,1.25,22.46,23.77,19.69,15,232
2020-05-26,Закарпатська,1.17,1.17,1.08,1.28,23.13,23.87,18.43,6,56
2020-05-27,Закарпатська,1.17,1.17,1.08,1.28,23.85,24.03,22.84,27,360
2020-05-28,Закарпатська,1.18,1.17,1.08,1.27,24.6,24.26,34.05,34,304
2020-05-29,Закарпатська,1.17,1.17,1.08,1.27,25.38,24.54,40.3,18,136
2020-05-30,Закарпатська,1.17,1.17,1.08,1.26,26.2,24.9,67.59,22,0
2020-05-31,Закарпатська,1.17,1.17,1.07,1.26,27.04,25.31,21.51,7,0
2020-06-01,Закарпатська,1.17,1.16,1.06,1.24,27.89,25.79,13.01,20,468
2020-06-02,Закарпатська,1.16,1.16,1.07,1.26,28.76,26.32,14.37,22,466
2020-06-03,Закарпатська,1.16,1.16,1.07,1.25,29.65,26.92,22.24,32,438
2020-06-04,Закарпатська,1.15,1.15,1.05,1.23,30.55,27.57,15.36,34,674
2020-06-05,Закарпатська,1.15,1.15,1.05,1.23,31.46,28.27,15.14,28,563
2020-06-06,Закарпатська,1.15,1.14,1.05,1.23,32.37,29.03,67.01,57,259
2020-06-07,Закарпатська,1.14,1.14,1.05,1.24,33.27,29.83,42.82,18,128
2020-06-08,Закарпатська,1.14,1.13,1.04,1.23,34.17,30.68,18.01,11,186
2020-06-09,Закарпатська,1.14,1.13,1.04,1.24,35.08,31.56,30.69,38,377
2020-06-10,Закарпатська,1.14,1.14,1.03,1.23,36.0,32.49,22.37,23,313
2020-06-11,Закарпатська,1.14,1.14,1.01,1.22,36.94,33.44,41.35,80,589
2020-06-12,Закарпатська,1.14,1.13,1.03,1.25,37.89,34.43,20.59,33,488
2020-06-13,Закарпатська,1.14,1.13,1.01,1.24,38.86,35.44,44.16,76,524
2020-06-14,Закарпатська,1.13,1.13,1.0,1.25,39.84,36.47,92.34,37,122
2020-06-15,Закарпатська,1.13,1.14,0.97,1.24,40.86,37.52,43.24,71,500
2020-06-16,Закарпатська,1.13,1.13,0.97,1.26,41.9,38.58,25.62,51,606
2020-06-17,Закарпатська,1.13,1.13,0.95,1.25,42.96,39.66,35.42,94,808
2020-06-18,Закарпатська,1.13,1.13,0.94,1.26,44.05,40.75,25.59,80,952
2020-06-19,Закарпатська,1.13,1.12,0.97,1.29,45.18,41.86,71.29,133,568
2020-06-20,Закарпатська,1.13,1.12,0.96,1.3,46.34,42.98,28.51,47,502
2020-06-21,Закарпатська,1.13,1.12,0.95,1.3,47.53,44.12,35.89,29,246
2020-06-22,Закарпатська,1.13,1.12,0.94,1.31,48.78,45.28,33.83,95,855
2020-06-23,Закарпатська,1.13,1.12,0.93,1.31,50.09,46.47,35.33,115,991
2020-06-24,Закарпатська,1.13,1.12,0.93,1.32,51.46,47.67,28.93,86,905
2020-06-25,Закарпатська,1.13,1.12,0.88,1.29,52.88,48.9,35.77,92,783
2020-06-26,Закарпатська,1.13,1.12,0.91,1.33,54.39,50.16,38.89,100,783
2020-06-27,Закарпатська,1.13,1.12,0.93,1.35,55.99,51.45,86.59,91,320
2020-06-28,Закарпатська,1.14,1.12,0.9,1.35,57.69,52.78,108.19,70,197
2020-06-29,Закарпатська,1.14,1.12,0.93,1.38,59.51,54.14,28.09,50,542
2020-06-30,Закарпатська,1.14,1.12,0.9,1.38,61.46,55.55,57.36,94,499
2020-07-01,Закарпатська,1.14,1.13,0.88,1.37,63.54,57.01,40.62,97,727
2020-07-02,Закарпатська,1.14,1.13,0.87,1.36,65.78,58.52,47.24,128,825
2020-03-14,Запорізька,1.45,1.43,1.25,1.61,15.57,0.0,0.0,0,0
2020-03-15,Запорізька,1.44,1.43,1.24,1.6,0.16,0.0,0.0,0,0
2020-03-16,Запорізька,1.43,1.42,1.26,1.6,2.31,0.0,0.0,0,0
2020-03-17,Запорізька,1.42,1.41,1.27,1.59,4.38,0.0,0.0,0,0
2020-03-18,Запорізька,1.41,1.4,1.27,1.57,4.73,0.0,0.0,0,0
2020-03-19,Запорізька,1.4,1.4,1.24,1.53,4.77,0.0,0.0,0,0
2020-03-20,Запорізька,1.39,1.39,1.24,1.51,5.05,0.99,0.0,0,0
2020-03-21,Запорізька,1.38,1.37,1.22,1.5,5.44,1.54,0.0,0,0
2020-03-22,Запорізька,1.36,1.36,1.2,1.48,5.82,1.88,0.0,0,0
2020-03-23,Запорізька,1.34,1.34,1.22,1.47,6.21,2.18,0.0,0,0
2020-03-24,Запорізька,1.33,1.32,1.19,1.44,6.6,2.57,3.11,2,6
2020-03-25,Запорізька,1.31,1.3,1.19,1.43,7.01,2.88,9.33,6,69
2020-03-26,Запорізька,1.29,1.29,1.16,1.39,7.42,3.3,0.0,0,18
2020-03-27,Запорізька,1.27,1.27,1.15,1.37,7.83,3.55,3.11,2,9
2020-03-28,Запорізька,1.25,1.25,1.15,1.37,8.25,3.85,1.56,1,39
2020-03-29,Запорізька,1.23,1.23,1.13,1.34,8.67,4.24,3.11,2,15
2020-03-30,Запорізька,1.21,1.21,1.11,1.31,9.07,4.53,0.0,0,6
2020-03-31,Запорізька,1.19,1.19,1.08,1.28,9.47,4.88,9.33,6,63
2020-04-01,Запорізька,1.17,1.17,1.08,1.27,9.85,5.23,4.67,3,42
2020-04-02,Запорізька,1.15,1.15,1.05,1.25,10.21,5.64,9.33,6,39
2020-04-03,Запорізька,1.13,1.13,1.03,1.22,10.53,5.98,6.22,4,54
2020-04-04,Запорізька,1.12,1.12,1.02,1.21,10.85,6.35,12.44,8,27
2020-04-05,Запорізька,1.1,1.1,1.01,1.19,11.13,6.73,1.56,1,15
2020-04-06,Запорізька,1.08,1.08,0.99,1.17,11.38,7.13,4.67,3,30
2020-04-07,Запорізька,1.06,1.06,0.96,1.15,11.6,7.51,1.56,1,36
2020-04-08,Запорізька,1.04,1.04,0.94,1.13,11.78,7.91,12.44,8,36
2020-04-09,Запорізька,1.03,1.03,0.95,1.13,11.93,8.3,1.56,1,27
2020-04-10,Запорізька,1.01,1.01,0.93,1.1,12.04,8.67,33.54,30,111
2020-04-11,Запорізька,0.99,0.99,0.9,1.07,12.11,9.03,0.0,0,6
2020-04-12,Запорізька,0.98,0.98,0.88,1.04,12.15,9.39,6.22,4,33
2020-04-13,Запорізька,0.96,0.95,0.89,1.04,12.15,9.73,12.44,8,30
2020-04-14,Запорізька,0.94,0.94,0.85,1.01,12.11,10.05,14.48,14,120
2020-04-15,Запорізька,0.93,0.92,0.85,1.0,12.02,10.34,10.34,8,96
2020-04-16,Запорізька,0.91,0.9,0.83,0.98,11.89,10.61,8.66,9,129
2020-04-17,Запорізька,0.9,0.89,0.82,0.97,11.72,10.86,3.11,2,57
2020-04-18,Запорізька,0.88,0.88,0.82,0.96,11.52,11.08,4.67,3,51
2020-04-19,Запорізька,0.87,0.87,0.8,0.94,11.29,11.27,4.67,3,48
2020-04-20,Запорізька,0.86,0.86,0.8,0.93,11.04,11.43,4.67,3,12
2020-04-21,Запорізька,0.85,0.85,0.79,0.93,10.76,11.55,11.41,8,87
2020-04-22,Запорізька,0.85,0.85,0.79,0.92,10.47,11.64,13.44,13,120
2020-04-23,Запорізька,0.84,0.84,0.77,0.9,10.17,11.69,12.84,9,87
2020-04-24,Запорізька,0.83,0.83,0.77,0.91,9.85,11.71,13.79,15,135
2020-04-25,Запорізька,0.83,0.83,0.75,0.89,9.53,11.7,31.1,20,75
2020-04-26,Запорізька,0.82,0.82,0.76,0.89,9.21,11.65,6.22,4,48
2020-04-27,Запорізька,0.82,0.81,0.75,0.89,8.89,11.56,23.44,17,90
2020-04-28,Запорізька,0.81,0.81,0.73,0.87,8.57,11.44,17.42,16,114
2020-04-29,Запорізька,0.8,0.8,0.72,0.86,8.25,11.29,21.24,19,111
2020-04-30,Запорізька,0.8,0.79,0.73,0.86,7.93,11.12,13.79,10,90
2020-05-01,Запорізька,0.79,0.79,0.72,0.85,7.61,10.92,9.14,7,95
2020-05-02,Запорізька,0.79,0.78,0.71,0.84,7.3,10.7,7.78,5,50
2020-05-03,Запорізька,0.78,0.78,0.71,0.84,6.99,10.47,9.33,6,30
2020-05-04,Запорізька,0.77,0.77,0.71,0.84,6.68,10.22,6.21,8,160
2020-05-05,Запорізька,0.77,0.77,0.71,0.84,6.38,9.95,3.68,4,135
2020-05-06,Запорізька,0.76,0.76,0.71,0.84,6.09,9.68,7.0,11,195
2020-05-07,Запорізька,0.76,0.76,0.69,0.82,5.8,9.4,6.21,8,160
2020-05-08,Запорізька,0.75,0.75,0.69,0.82,5.51,9.11,5.67,8,175
2020-05-09,Запорізька,0.74,0.74,0.68,0.81,5.24,8.82,2.48,2,100
2020-05-10,Запорізька,0.74,0.73,0.66,0.79,4.96,8.53,4.67,3,10
2020-05-11,Запорізька,0.73,0.73,0.67,0.79,4.7,8.23,0.0,0,0
2020-05-12,Запорізька,0.72,0.72,0.66,0.78,4.44,7.93,5.94,11,230
2020-05-13,Запорізька,0.72,0.72,0.65,0.77,4.19,7.63,6.08,12,245
2020-05-14,Запорізька,0.71,0.71,0.66,0.78,3.95,7.34,9.1,11,150
2020-05-15,Запорізька,0.71,0.71,0.65,0.77,3.71,7.04,13.9,14,125
2020-05-16,Запорізька,0.7,0.7,0.65,0.76,3.49,6.75,6.22,4,72
2020-05-17,Запорізька,0.7,0.7,0.64,0.76,3.28,6.47,3.11,2,16
2020-05-18,Запорізька,0.7,0.69,0.63,0.75,3.07,6.18,5.54,5,112
2020-05-19,Запорізька,0.69,0.69,0.62,0.75,2.88,5.9,6.22,4,40
2020-05-20,Запорізька,0.69,0.69,0.62,0.75,2.69,5.63,4.65,3,80
2020-05-21,Запорізька,0.69,0.69,0.64,0.76,2.52,5.36,4.67,3,56
2020-05-22,Запорізька,0.69,0.69,0.63,0.76,2.35,5.1,6.46,5,96
2020-05-23,Запорізька,0.69,0.69,0.64,0.77,2.2,4.84,4.67,3,64
2020-05-24,Запорізька,0.7,0.7,0.62,0.76,2.05,4.59,6.22,4,40
2020-05-25,Запорізька,0.7,0.7,0.61,0.75,1.92,4.35,5.64,4,88
2020-05-26,Запорізька,0.7,0.7,0.61,0.76,1.79,4.11,9.05,7,96
2020-05-27,Запорізька,0.7,0.7,0.63,0.77,1.68,3.89,2.33,3,160
2020-05-28,Запорізька,0.7,0.7,0.63,0.77,1.57,3.67,6.35,9,176
2020-05-29,Запорізька,0.71,0.7,0.62,0.77,1.47,3.46,7.05,5,88
2020-05-30,Запорізька,0.71,0.71,0.63,0.78,1.38,3.26,4.67,3,8
2020-05-31,Запорізька,0.71,0.71,0.63,0.79,1.29,3.06,9.33,6,8
2020-06-01,Запорізька,0.71,0.71,0.64,0.8,1.21,2.88,2.3,9,485
2020-06-02,Запорізька,0.71,0.71,0.64,0.79,1.14,2.71,1.19,6,625
2020-06-03,Запорізька,0.72,0.71,0.63,0.79,1.07,2.55,1.41,7,616
2020-06-04,Запорізька,0.72,0.72,0.64,0.8,1.0,2.39,1.57,9,713
2020-06-05,Запорізька,0.72,0.72,0.63,0.8,0.94,2.25,2.22,10,558
2020-06-06,Запорізька,0.72,0.72,0.63,0.8,0.89,2.11,1.45,4,342
2020-06-07,Запорізька,0.73,0.72,0.65,0.83,0.83,1.98,1.91,2,130
2020-06-08,Запорізька,0.73,0.73,0.64,0.83,0.79,1.86,2.02,2,123
2020-06-09,Запорізька,0.73,0.73,0.64,0.85,0.74,1.74,1.85,10,670
2020-06-10,Запорізька,0.73,0.73,0.63,0.85,0.7,1.64,0.2,1,630
2020-06-11,Запорізька,0.73,0.73,0.63,0.85,0.66,1.54,1.33,7,655
2020-06-12,Запорізька,0.74,0.73,0.63,0.86,0.62,1.45,1.16,5,537
2020-06-13,Запорізька,0.74,0.74,0.62,0.85,0.59,1.36,2.36,6,316
2020-06-14,Запорізька,0.74,0.74,0.62,0.85,0.56,1.28,0.0,0,131
2020-06-15,Запорізька,0.74,0.73,0.63,0.87,0.53,1.2,2.0,8,497
2020-06-16,Запорізька,0.74,0.74,0.62,0.86,0.5,1.13,0.35,2,717
2020-06-17,Запорізька,0.74,0.74,0.62,0.87,0.47,1.06,0.87,5,712
2020-06-18,Запорізька,0.74,0.74,0.61,0.87,0.45,1.0,1.2,6,621
2020-06-19,Запорізька,0.74,0.74,0.59,0.85,0.43,0.94,0.2,1,636
2020-06-20,Запорізька,0.74,0.74,0.59,0.86,0.41,0.89,3.05,4,163
2020-06-21,Запорізька,0.75,0.74,0.6,0.87,0.39,0.84,0.0,0,123
2020-06-22,Запорізька,0.75,0.74,0.59,0.88,0.37,0.79,0.93,4,531
2020-06-23,Запорізька,0.75,0.74,0.59,0.88,0.35,0.75,0.38,2,645
2020-06-24,Запорізька,0.75,0.74,0.58,0.88,0.33,0.7,0.0,0,798
2020-06-25,Запорізька,0.75,0.74,0.58,0.89,0.32,0.67,0.8,4,624
2020-06-26,Запорізька,0.75,0.75,0.58,0.89,0.3,0.63,0.0,0,598
2020-06-27,Запорізька,0.75,0.74,0.59,0.91,0.29,0.59,2.08,5,298
2020-06-28,Запорізька,0.75,0.75,0.57,0.89,0.28,0.56,0.93,2,267
2020-06-29,Запорізька,0.75,0.75,0.55,0.88,0.26,0.53,3.11,2,58
2020-06-30,Запорізька,0.75,0.74,0.55,0.89,0.25,0.5,0.35,2,700
2020-07-01,Запорізька,0.75,0.74,0.56,0.9,0.24,0.48,0.43,2,576
2020-07-02,Запорізька,0.75,0.74,0.57,0.91,0.23,0.45,0.54,3,687
2020-03-07,Київська,1.51,1.5,1.29,1.73,26.84,0.0,0.0,0,0
2020-03-08,Київська,1.5,1.49,1.28,1.69,0.29,0.0,0.0,0,0
2020-03-09,Київська,1.5,1.48,1.29,1.68,4.13,0.0,0.0,0,0
2020-03-10,Київська,1.49,1.48,1.3,1.67,7.84,0.0,0.0,0,0
2020-03-11,Київська,1.48,1.47,1.3,1.65,8.5,0.0,0.0,0,0
2020-03-12,Київська,1.47,1.46,1.27,1.6,8.64,0.0,0.0,0,0
2020-03-13,Київська,1.45,1.45,1.3,1.6,9.24,1.87,0.0,0,0
2020-03-14,Київська,1.44,1.43,1.28,1.58,10.05,2.91,0.0,0,0
2020-03-15,Київська,1.43,1.41,1.28,1.58,10.87,3.56,0.0,0,0
2020-03-16,Київська,1.41,1.4,1.27,1.55,11.69,4.16,0.0,0,0
2020-03-17,Київська,1.4,1.4,1.27,1.52,12.55,4.92,2.67,1,6
2020-03-18,Київська,1.39,1.38,1.27,1.52,13.47,5.54,2.67,1,15
2020-03-19,Київська,1.38,1.37,1.24,1.48,14.43,6.4,0.0,0,9
2020-03-20,Київська,1.36,1.36,1.25,1.48,15.42,6.93,8.01,3,21
2020-03-21,Київська,1.35,1.34,1.24,1.46,16.46,7.59,0.0,0,0
2020-03-22,Київська,1.34,1.33,1.22,1.43,17.53,8.42,0.0,0,3
2020-03-23,Київська,1.32,1.32,1.22,1.43,18.63,9.08,37.37,14,69
2020-03-24,Київська,1.31,1.31,1.21,1.41,19.77,9.86,13.35,5,42
2020-03-25,Київська,1.3,1.29,1.18,1.38,20.93,10.66,5.34,2,18
2020-03-26,Київська,1.28,1.28,1.17,1.37,22.12,11.59,16.02,6,48
2020-03-27,Київська,1.27,1.26,1.17,1.36,23.29,12.43,29.36,11,78
2020-03-28,Київська,1.25,1.24,1.14,1.33,24.49,13.34,10.68,4,72
2020-03-29,Київська,1.23,1.23,1.15,1.34,25.69,14.31,10.68,4,102
2020-03-30,Київська,1.21,1.21,1.12,1.32,26.88,15.32,5.34,2,63
2020-03-31,Київська,1.2,1.2,1.1,1.28,28.04,16.37,9.71,4,141
2020-04-01,Київська,1.18,1.18,1.09,1.28,29.17,17.47,13.35,5,108
2020-04-02,Київська,1.16,1.16,1.07,1.25,30.25,18.59,16.02,6,51
2020-04-03,Київська,1.14,1.14,1.05,1.24,31.29,19.73,5.07,2,135
2020-04-04,Київська,1.13,1.13,1.03,1.22,32.26,20.9,21.35,8,99
2020-04-05,Київська,1.11,1.11,1.01,1.2,33.15,22.11,26.69,10,66
2020-04-06,Київська,1.1,1.1,1.0,1.18,33.97,23.33,13.35,5,120
2020-04-07,Київська,1.08,1.08,0.99,1.17,34.71,24.56,58.73,22,111
2020-04-08,Київська,1.06,1.06,0.97,1.15,35.37,25.78,19.92,11,189
2020-04-09,Київська,1.05,1.04,0.95,1.13,35.94,27.02,22.37,10,153
2020-04-10,Київська,1.03,1.03,0.95,1.11,36.4,28.23,19.72,14,243
2020-04-11,Київська,1.02,1.01,0.93,1.1,36.75,29.42,61.9,70,387
2020-04-12,Київська,1.0,1.0,0.92,1.08,37.0,30.58,10.68,4,75
2020-04-13,Київська,0.99,0.99,0.91,1.07,37.14,31.7,26.69,10,90
2020-04-14,Київська,0.98,0.98,0.9,1.05,37.18,32.77,10.68,4,114
2020-04-15,Київська,0.97,0.97,0.88,1.04,37.14,33.79,33.39,24,246
2020-04-16,Київська,0.96,0.96,0.89,1.04,37.03,34.74,27.43,19,237
2020-04-17,Київська,0.96,0.95,0.88,1.03,36.84,35.62,33.48,27,276
2020-04-18,Київська,0.95,0.95,0.86,1.01,36.59,36.42,18.36,14,261
2020-04-19,Київська,0.95,0.94,0.87,1.01,36.29,37.14,57.04,41,246
2020-04-20,Київська,0.94,0.94,0.87,1.02,35.95,37.76,67.51,29,147
2020-04-21,Київська,0.94,0.94,0.86,1.01,35.57,38.29,48.89,27,189
2020-04-22,Київська,0.94,0.94,0.86,1.0,35.16,38.72,72.17,62,294
2020-04-23,Київська,0.94,0.94,0.87,1.01,34.74,39.07,51.03,34,228
2020-04-24,Київська,0.93,0.93,0.86,1.0,34.31,39.32,24.02,9,93
2020-04-25,Київська,0.94,0.93,0.86,1.01,33.87,39.49,35.0,27,264
2020-04-26,Київська,0.94,0.94,0.85,1.0,33.43,39.57,38.32,43,384
2020-04-27,Київська,0.94,0.93,0.85,1.0,32.99,39.57,32.59,34,357
2020-04-28,Київська,0.94,0.93,0.86,1.0,32.57,39.51,71.09,43,207
2020-04-29,Київська,0.94,0.94,0.85,1.0,32.15,39.38,17.93,11,210
2020-04-30,Київська,0.94,0.93,0.86,1.0,31.73,39.19,40.48,55,465
2020-05-01,Київська,0.93,0.93,0.84,1.0,31.31,38.96,27.38,18,225
2020-05-02,Київська,0.93,0.93,0.87,1.02,30.9,38.69,47.58,57,410
2020-05-03,Київська,0.93,0.93,0.85,1.0,30.5,38.37,33.79,39,395
2020-05-04,Київська,0.93,0.93,0.86,1.01,30.09,38.03,38.15,34,305
2020-05-05,Київська,0.93,0.93,0.85,0.99,29.69,37.67,26.07,16,210
2020-05-06,Київська,0.93,0.93,0.85,1.0,29.29,37.29,13.22,17,440
2020-05-07,Київська,0.93,0.92,0.84,0.99,28.89,36.89,40.17,27,230
2020-05-08,Київська,0.92,0.92,0.85,0.99,28.48,36.49,42.12,24,195
2020-05-09,Київська,0.92,0.92,0.84,0.99,28.06,36.08,20.13,25,425
2020-05-10,Київська,0.91,0.91,0.84,0.98,27.63,35.67,35.85,33,315
2020-05-11,Київська,0.91,0.91,0.84,0.98,27.18,35.25,25.67,12,160
2020-05-12,Київська,0.91,0.9,0.83,0.97,26.72,34.82,29.48,28,325
2020-05-13,Київська,0.9,0.9,0.83,0.97,26.24,34.4,30.55,25,280
2020-05-14,Київська,0.89,0.89,0.82,0.96,25.75,33.97,35.29,33,320
2020-05-15,Київська,0.89,0.89,0.82,0.96,25.24,33.55,41.07,39,325
2020-05-16,Київська,0.88,0.88,0.81,0.95,24.71,33.11,31.52,56,608
2020-05-17,Київська,0.88,0.88,0.79,0.94,24.17,32.68,24.13,22,312
2020-05-18,Київська,0.88,0.88,0.81,0.95,23.61,32.23,23.1,27,400
2020-05-19,Київська,0.88,0.88,0.8,0.95,23.04,31.78,23.39,35,512
2020-05-20,Київська,0.88,0.88,0.8,0.95,22.48,31.31,30.2,36,408
2020-05-21,Київська,0.88,0.88,0.79,0.93,21.92,30.84,22.08,32,496
2020-05-22,Київська,0.88,0.87,0.8,0.95,21.38,30.35,25.67,42,560
2020-05-23,Київська,0.88,0.88,0.81,0.95,20.85,29.85,18.54,13,240
2020-05-24,Київська,0.89,0.89,0.81,0.95,20.33,29.33,33.27,35,360
2020-05-25,Київська,0.89,0.89,0.82,0.96,19.84,28.8,47.91,28,200
2020-05-26,Київська,0.9,0.9,0.83,0.97,19.38,28.25,44.2,31,240
2020-05-27,Київська,0.91,0.91,0.83,0.97,18.95,27.69,42.71,16,112
2020-05-28,Київська,0.92,0.92,0.84,0.98,18.56,27.12,39.92,28,240
2020-05-29,Київська,0.93,0.93,0.86,1.01,18.21,26.55,48.05,18,88
2020-05-30,Київська,0.94,0.94,0.87,1.02,17.91,25.97,48.05,18,8
2020-05-31,Київська,0.95,0.95,0.87,1.02,17.65,25.4,98.77,37,8
2020-06-01,Київська,0.97,0.96,0.88,1.04,17.43,24.83,11.64,25,735
2020-06-02,Київська,0.97,0.97,0.88,1.05,17.25,24.27,7.45,15,689
2020-06-03,Київська,0.99,0.98,0.9,1.07,17.11,23.72,17.78,45,866
2020-06-04,Київська,1.0,1.0,0.91,1.08,17.01,23.19,16.08,50,1064
2020-06-05,Київська,1.01,1.0,0.9,1.08,16.94,22.69,8.81,33,1282
2020-06-06,Київська,1.01,1.01,0.91,1.1,16.91,22.21,11.02,22,683
2020-06-07,Київська,1.02,1.02,0.93,1.12,16.91,21.76,14.42,22,522
2020-06-08,Київська,1.03,1.03,0.93,1.13,16.94,21.35,15.62,21,460
2020-06-09,Київська,1.04,1.04,0.93,1.13,17.01,20.97,18.05,24,455
2020-06-10,Київська,1.05,1.04,0.94,1.15,17.1,20.63,32.73,44,460
2020-06-11,Київська,1.05,1.05,0.95,1.17,17.22,20.32,14.55,38,894
2020-06-12,Київська,1.06,1.05,0.94,1.17,17.36,20.05,14.65,33,771
2020-06-13,Київська,1.06,1.06,0.94,1.19,17.53,19.82,25.22,56,760
2020-06-14,Київська,1.06,1.06,0.92,1.18,17.71,19.63,9.17,18,672
2020-06-15,Київська,1.07,1.06,0.91,1.18,17.92,19.48,7.81,19,833
2020-06-16,Київська,1.07,1.06,0.93,1.21,18.13,19.36,14.69,30,699
2020-06-17,Київська,1.07,1.07,0.92,1.22,18.37,19.28,3.95,11,952
2020-06-18,Київська,1.07,1.06,0.91,1.22,18.62,19.24,19.57,53,927
2020-06-19,Київська,1.07,1.07,0.89,1.22,18.9,19.23,23.98,44,628
2020-06-20,Київська,1.07,1.06,0.88,1.21,19.2,19.25,34.92,40,392
2020-06-21,Київська,1.07,1.06,0.88,1.23,19.51,19.3,19.34,33,584
2020-06-22,Київська,1.07,1.07,0.88,1.24,19.84,19.38,17.2,37,736
2020-06-23,Київська,1.08,1.06,0.86,1.24,20.18,19.49,17.16,51,1017
2020-06-24,Київська,1.07,1.07,0.87,1.24,20.55,19.62,20.29,46,776
2020-06-25,Київська,1.08,1.07,0.84,1.23,20.93,19.77,15.08,36,817
2020-06-26,Київська,1.08,1.07,0.84,1.24,21.34,19.95,21.65,52,822
2020-06-27,Київська,1.08,1.07,0.84,1.25,21.78,20.16,17.86,37,709
2020-06-28,Київська,1.08,1.07,0.83,1.25,22.25,20.39,23.56,57,828
2020-06-29,Київська,1.08,1.07,0.83,1.27,22.75,20.63,27.24,16,201
2020-06-30,Київська,1.08,1.07,0.83,1.28,23.29,20.9,37.6,69,628
2020-07-01,Київська,1.08,1.06,0.82,1.27,23.85,21.19,18.87,45,816
2020-07-02,Київська,1.08,1.06,0.87,1.33,24.44,21.51,13.64,46,1154
2020-03-18,Кіровоградська,1.41,1.41,1.24,1.59,35.49,0.0,0.0,0,0
2020-03-19,Кіровоградська,1.39,1.39,1.22,1.54,0.36,0.0,0.0,0,0
2020-03-20,Кіровоградська,1.38,1.37,1.19,1.5,5.15,0.0,0.0,0,0
2020-03-21,Кіровоградська,1.35,1.35,1.21,1.51,9.77,0.0,0.0,0,0
2020-03-22,Кіровоградська,1.33,1.32,1.2,1.49,10.53,0.0,0.0,0,0
2020-03-23,Кіровоградська,1.3,1.29,1.17,1.45,10.52,0.0,0.0,0,0
2020-03-24,Кіровоградська,1.27,1.27,1.13,1.4,11.0,2.28,0.0,0,0
2020-03-25,Кіровоградська,1.24,1.23,1.09,1.35,11.67,3.55,0.0,0,0
2020-03-26,Кіровоградська,1.21,1.2,1.1,1.34,12.28,4.32,0.0,0,0
2020-03-27,Кіровоградська,1.17,1.17,1.05,1.29,12.82,4.99,0.0,0,0
2020-03-28,Кіровоградська,1.14,1.13,1.01,1.23,13.32,5.85,8.62,4,36
2020-03-29,Кіровоградська,1.11,1.1,0.97,1.19,13.77,6.52,0.0,0,0
2020-03-30,Кіровоградська,1.07,1.07,0.98,1.17,14.15,7.44,0.0,0,108
2020-03-31,Кіровоградська,1.04,1.04,0.93,1.12,14.45,7.95,3.51,2,72
2020-04-01,Кіровоградська,1.01,1.01,0.92,1.1,14.68,8.56,1.76,1,72
2020-04-02,Кіровоградська,0.98,0.98,0.89,1.07,14.82,9.34,17.24,8,30
2020-04-03,Кіровоградська,0.96,0.96,0.87,1.04,14.88,9.86,0.0,0,15
2020-04-04,Кіровоградська,0.93,0.93,0.84,1.01,14.86,10.46,31.99,22,87
2020-04-05,Кіровоградська,0.91,0.91,0.83,0.98,14.75,11.02,8.62,4,18
2020-04-06,Кіровоградська,0.89,0.89,0.82,0.97,14.58,11.67,24.09,12,63
2020-04-07,Кіровоградська,0.88,0.87,0.8,0.95,14.32,12.11,8.62,4,42
